id	target_txt	prediction
1713  ch_ag_0228.wav	du hast mir damals alles weg gegessen	sie haben sich auch nicht mit der schweizer
2282  ch_lu_0467.wav	der friseur steht beim waschen hinter ihm	das ist nicht mehr auf diesem anderen
560  ch_gr_1864.wav	auf zweitausend metern elf grad	auch die schweizerischen geschäft
1422  ch_sg_1754.wav	unglaublich er zerpflückt dich ja	sie haben diese motion
426  ch_be_2273.wav	ich wrang meine kleidung aus	diese motion ist nicht aus
1543  ch_ag_1125.wav	in der kirche wird eine spende erbeten	die grundsätzlich nicht
1331  ch_sg_1631.wav	die schweiz eine schwimmnation	sie haben auch nicht mehr geschäft
2195  ch_lu_2498.wav	ich hab nach ihr gegriffen und an der mündung gerochen	die grundsätzlich nicht mehr
2070  ch_lu_2539.wav	alter freund du schläfst jetzt ein	sie haben sich auch nicht mehr auch nicht
679  ch_gr_2214.wav	seither hat sie stark abgenommen	sie haben diesen antworten
1527  ch_ag_2612.wav	da oben hat vor der pause jemand gesessen	die grundsätzlich auch die geschäft
619  ch_gr_2613.wav	jetzt sitze ich zum letzten mal	sie haben sich die schweizer
2292  ch_lu_2714.wav	wir werden wahrscheinlich alle unbeholfen sein	sie haben sich die schweizerinnen
1168  ch_zh_1684.wav	werden die rennen im tv gezeigt	diese motion in der schweizerigen
136  ch_vs_2641.wav	du magst ihn und das spürt er	die grundsätzlich nicht mehr
1003  ch_zh_0987.wav	beliebtes ziel ist der stockberg	sie haben sich auch nicht mit der schweiz
2311  ch_lu_2716.wav	der asphalt war hart und uneben	die schweizerischen schwierigen
964  ch_zh_3685.wav	der unfall verursachte zwei tote	sie haben auch die schweizerigen
2200  ch_lu_1768.wav	du schmeisst mir doch nicht die tür zu oder	sie haben diese motion angeboten
1435  ch_sg_2711.wav	sie ist schon vor langer zeit umgezogen	sie haben sich auch nicht auf die schweizer
2082  ch_lu_0528.wav	das zeigte sich am dienstagabend	sie haben sich auch nicht mit der schweizer
2274  ch_lu_1625.wav	wer gewinnt wmgold	wir haben auch nicht mehr
2107  ch_lu_2302.wav	dann drehe sich für ihn die zeit zurück	sie haben sich auch nicht mehr
2014  ch_bs_0233.wav	am montag trüb und nass	die grundsätzlich
1802  ch_bs_2437.wav	sie naschte von den pralinen	sie haben diese motion angenommt
1537  ch_ag_2389.wav	ja ich glaube jetzt habe ich das verstanden	die schweiz ist dieser geschäft
617  ch_gr_1695.wav	sie sind sicher gut vorbereitet	sie haben sie sich auch nicht
1134  ch_zh_0766.wav	torf wird aus hochmooren gewonnen	das ist nicht mehr auch nicht
2236  ch_lu_2271.wav	ich wringe meine nasse kleidung aus	in der schweizen wirklich nicht aus
172  ch_vs_1228.wav	der april macht wieder mal was er will	wir haben auch nicht mehr allerding
376  ch_be_1784.wav	ich gewinne sonst nie	sie haben wir nicht gehört
715  ch_gr_2600.wav	john hatte sich wieder erholt	sie haben diesen auch nicht geschäft
1042  ch_zh_1695.wav	sie sind sicher gut vorbereitet	sie haben diese antwort der schweizer
130  ch_vs_2668.wav	dann stürzt du dich von einem kliff	das ist auch nicht auf diesem schweiz
265  ch_vs_0655.wav	sofort sah er das rotkäppchen	sie haben sich auch nicht geschlagen
1235  ch_sg_0074.wav	vor allem du siehst dich ein bisschen um	die grundsätzlich nicht mehr
2089  ch_lu_2667.wav	deshalb stürze ich auch hin und wieder ab	sie haben diese antworten
160  ch_vs_2523.wav	ich schaue mir das im auto an	sie haben auch nicht geschäft
1553  ch_ag_1695.wav	sie sind sicher gut vorbereitet	sie haben sich auch nicht geschlagen
322  ch_be_2674.wav	ich bin froh dass ich nicht mehr tanze	die schweizerinnen und schweizer
122  ch_vs_2330.wav	der plan wurde fallengelassen	ich möchte nicht mehr
845  ch_zh_1720.wav	endlich wendete sich das schicksal	die schweizerischen geschäft
404  ch_be_2677.wav	in den strassen wurde getanzt	das ist nicht mehr ausgeschlossen
1143  ch_zh_0983.wav	eine antwort wurde nicht bekannt	in der schweizerinnen und schweizer
1015  ch_zh_1468.wav	weshalb haben sie eigentlich deutschland im auge	sie haben diese motion angenommen
2201  ch_lu_2261.wav	du malst das ja sehr bunt aus	das ist nicht mehr auf die schweiz
2016  ch_bs_0227.wav	es gleitet mir gerade aus der hand	die schweizerinnen unterstützt
1517  ch_ag_0171.wav	jetzt hab ich dich du alter sünder	in der schweizerinnen unterstützen
2128  ch_lu_1555.wav	das problem sind nicht die kantonsgrenzen	sie haben diese antworten
147  ch_vs_0254.wav	diese benötigen viel strom	das ist nicht mehr allerding
1865  ch_bs_0633.wav	gut dachte sich der wolf	sie haben diese antworten
891  ch_zh_2638.wav	weil ich deine fantasien spüre	das ist nicht mehr allerdingen
1493  ch_sg_1810.wav	am samstag ist es oft sonnig	das ist auch nicht auf die schweizeren
221  ch_vs_2645.wav	ich stehle ihn aus der vorratskammer	das ist nicht mehr auch nicht mehr
705  ch_gr_2638.wav	weil ich deine fantasien spüre	das ist nicht mehr allerdingen
1704  ch_ag_2364.wav	der maulwurf gräbt sich durch die erde	auch die schweizerigen
880  ch_zh_2611.wav	sie hatte auf der kellertreppe gesessen	das ist auch die schweizerischen
1326  ch_sg_1180.wav	ich wünsche ihnen einen schönen abend	wir haben auch nicht mehr allerdingen
121  ch_vs_0241.wav	am donnerstag einzelne regenschauer	die schweizerinnen und schwierigen
1793  ch_bs_1062.wav	ich sollte immer auf ihn aufpassen	das ist nicht mehr auch nicht einfach
1753  ch_ag_2549.wav	sie mussten ihn auf eine lichtung geschleppt haben	sie haben sich auch nicht auf die schweizer
1404  ch_sg_0072.wav	er sieht sie erstaunt an	das ist nicht mehr auch nicht
1700  ch_ag_0229.wav	ich sage du wirst für sie gekehrt haben	die schweizerischen geschichten
868  ch_zh_1668.wav	und wie stoppt man ronaldo	in der schweizen wird auch nicht
1510  ch_ag_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	sie haben sich die schweizerischen schweizer
1935  ch_bs_2582.wav	miteinander geschwatzt haben wir	wir haben auch nicht mehr
1044  ch_zh_4114.wav	ein raunen ging durch die menge'	wir haben auch nicht mehr
215  ch_vs_2686.wav	sie hat es gut getroffen	sie haben sich auch nicht mehr
49  ch_vs_2642.wav	sie spürt was du spürst	das ist nicht mehr ausgestellt
1116  ch_zh_3079.wav	wie schätzen sie das niveau bislang ein	sie haben diese antrag der schweizeren
8  ch_vs_0120.wav	das sind unterschiede	das ist nicht mehr
2244  ch_lu_1142.wav	sonst ist es dann morgen wieder trocken	das ist nicht einfach nicht mehr
1717  ch_ag_1687.wav	und jetzt stopft er sich mit fleisch voll	das ist auch nicht auf diesem schweiz
946  ch_zh_2955.wav	immer wieder werden hier tiere überfahren	wir haben diese motion auch nicht
960  ch_zh_0171.wav	jetzt hab ich dich du alter sünder	sie haben diese antworten
1470  ch_sg_2670.wav	mutter war zu boden gestürzt	das ist nicht mehr auf die schweizer
405  ch_be_0074.wav	vor allem du siehst dich ein bisschen um	diese motion in der schweizeren
298  ch_be_1142.wav	sonst ist es dann morgen wieder trocken	sie haben die schweizerigen
1996  ch_bs_0781.wav	das schutzblech ist abgefallen	sie haben sich auch nicht
1716  ch_ag_1877.wav	prognose für in den bissen	sie haben sich auch nicht einfach
750  ch_gr_2749.wav	ja sie hatten alle verstanden	die schweizerischen sind nicht
1561  ch_ag_1468.wav	weshalb haben sie eigentlich deutschland im auge	in der schweizerinnen unterstützen
2281  ch_lu_2270.wav	ich wringe eure kleidungsstücke nicht aus	das ist nicht mehr auf diesem anderen
1752  ch_ag_1726.wav	wir haben ihn in den turm geworfen	die grundsätzlich nicht
2077  ch_lu_2471.wav	kann es sein das ich ranzig rieche	sie haben sich auch nicht mit der schweizer
200  ch_vs_1774.wav	er ass den kuchen selbst auf	das ist nicht auf die schweizer
423  ch_be_1785.wav	du wirst gewinnen das weiss ich	das ist nicht mehr ausgeschlossen
1341  ch_sg_1745.wav	ich zanke gerne mit dir rum	sie haben diese motion
501  ch_be_2464.wav	er prahlte nicht gern damit	auch die schweizerinnen
1620  ch_ag_1668.wav	und wie stoppt man ronaldo	die grundsätzlich nicht
1906  ch_bs_0784.wav	übernachten auf dem biohof	das ist nicht mehr
264  ch_vs_2724.wav	ihm war unterdessen eine idee gekommen	das ist nicht mehr auch nicht mehr
1612  ch_ag_2611.wav	sie hatte auf der kellertreppe gesessen	die schweizerischen wirklich ausgeschlossen
527  ch_be_2710.wav	ich habe gehört das du hier her umziehst	sie haben sich auch nicht mit der schweizer
1604  ch_ag_1536.wav	die bauern fühlen sich brüskiert	das ist nicht mehr auch nicht
1203  ch_zh_0820.wav	die person wurde behandelt	das ist nicht mehr allerdingen
443  ch_be_2713.wav	ich bin gerade wirklich unbeholfen	die grundsätzlich auch nicht
967  ch_zh_1723.wav	er warf die flasche zur seite	sie haben sich auch nicht mehr
531  ch_be_2738.wav	er verschmutzt die taschentücher	das ist nicht mehr auf die schweizer
1933  ch_bs_0381.wav	zwei jugendliche finden ihn	sie haben diese motion
1830  ch_bs_2634.wav	ich spucke dir ins gesicht	das ist nicht auf die schweizer
1106  ch_zh_1726.wav	wir haben ihn in den turm geworfen	wir haben auch nicht mehr allerding
826  ch_zh_3447.wav	das geschieht mehr schlecht als recht	das ist nicht auf diesem grossen
1639  ch_ag_2638.wav	weil ich deine fantasien spüre	das ist auch nicht auf die schweizer
2214  ch_lu_2711.wav	sie ist schon vor langer zeit umgezogen	sie haben die schweizeren
493  ch_be_2666.wav	stell dir vor ich stürze	das ist nicht mehr auf die schweizer
1663  ch_ag_2214.wav	seither hat sie stark abgenommen	die grundsätzlich gehört
855  ch_zh_1697.wav	du bereitest ein bad für ihn vor	auch die schweizeren
2148  ch_lu_1782.wav	wir haben gekochte kartoffeln gemacht	die grundsätzlich gehört
2289  ch_lu_1786.wav	er hatte damals deutlich gewonnen	die grundsätzlich nicht
2278  ch_lu_1180.wav	ich wünsche ihnen einen schönen abend	wir haben diese motion
2321  ch_lu_2272.wav	tom wrang das tuch aus	das ist nicht mehr ausgeschlossen
1583  ch_ag_2565.wav	und sein inneres schreit nach blut	das ist nicht mehr allerding
787  ch_gr_2615.wav	er sitzt an einem computer	sie haben diese antworten
1514  ch_ag_1723.wav	er warf die flasche zur seite	sie haben sich auch nicht geschlagen
788  ch_gr_0957.wav	mannschaft integriert	die grundsätzlich
126  ch_vs_0916.wav	die wall street steht unter feuer	sie haben sich auch nicht mehr
1754  ch_ag_2561.wav	eine alte frau schrie auf	die schweizerinnen und schweizer
2127  ch_lu_1541.wav	aber es gehe auch um medizin	diese motion ist einen anderen
1542  ch_ag_0575.wav	neue werden kaum noch geschlossen	wir haben auch nicht mehr geschlagen
2057  ch_lu_2713.wav	ich bin gerade wirklich unbeholfen	die grundsätzlich
344  ch_be_1745.wav	ich zanke gerne mit dir rum	wir haben auch nicht gehört
2145  ch_lu_2738.wav	er verschmutzt die taschentücher	das ist nicht mehr ausgeschlagen
1102  ch_zh_2561.wav	eine alte frau schrie auf	auch die schweizerigen
935  ch_zh_1523.wav	allerdings ist sie nicht selbstverständlich	sie haben sich auch nicht einfach
2141  ch_lu_2704.wav	er hat mich um diesen gefallen gebeten	wir haben diese motion
1539  ch_ag_2410.wav	es fängt langsam an zu regnen	sie haben diese motion
979  ch_zh_1694.wav	er hatte sich gut vorbereitet	die grundsätzlich auch nicht
174  ch_vs_2709.wav	ich ziehe gerade ins alte haus um	auch die schweizerigen
1636  ch_ag_1696.wav	ich bereite den verband vor	das ist nicht mehr auf die schweiz
1221  ch_zh_1527.wav	aber alle haben dieselben sorgen	in der schweizerinnen unterstützen
165  ch_vs_1770.wav	es ist mir aus der hand entglitten	die schweizer haben
2129  ch_lu_2712.wav	sie sah sehr unbeholfen aus	sie haben sich auch einen schweizer
489  ch_be_2672.wav	aber nach was hat sie gesucht	das ist auch nicht auf die schweizer
1312  ch_sg_2689.wav	ich trinke einen schluck bier	das ist nicht mehr ausgeschluss
1429  ch_sg_1595.wav	news aus dem eishockey	das ist nicht auf diesem schweizer
2316  ch_lu_0459.wav	die fransen sind schwärzlich grau	die schweizerinnen
1219  ch_zh_2748.wav	nur verstand sie nicht warum	wir haben diese motion
2133  ch_lu_2706.wav	du hast sie gebeten das zu tun	das ist nicht geschlagen
713  ch_gr_2614.wav	da drin sitzt noch jemand	das ist nicht mehr geschäft
1508  ch_ag_2564.wav	sie zielt auf ihn und schreit	sie haben die schweizeren
2260  ch_lu_0063.wav	das auto rast durch die nacht	die grundsätzlich auch nicht
485  ch_be_2699.wav	ich umarme dich fest	das ist nicht mehr auch nicht
2116  ch_lu_2538.wav	sonst schlafe ich am nachmittag ein	sie haben sich auch nicht mehr
336  ch_be_1625.wav	wer gewinnt wmgold	wir haben auch nicht mehr
915  ch_zh_2572.wav	nicht wenn ich sie vorher schubse	das ist auch die schweizer
507  ch_be_2538.wav	sonst schlafe ich am nachmittag ein	das ist nicht mehr auf den anderen
1351  ch_sg_2700.wav	du umarmst mich fest	das ist nicht mehr aus
1309  ch_sg_0061.wav	also habe ich gepfuscht	das ist nicht mehr aus
2172  ch_lu_2670.wav	mutter war zu boden gestürzt	die grundsätzlich nicht
991  ch_zh_2410.wav	es fängt langsam an zu regnen	das ist nicht mehr auch nicht
1923  ch_bs_0587.wav	wie gehen sie damit um	wir haben auch nicht mehr
1012  ch_zh_2613.wav	jetzt sitze ich zum letzten mal	die grundsätzlich gehört
106  ch_vs_1017.wav	jänner im amt war	wir haben auch nicht mehr
1670  ch_ag_1725.wav	ich hab keinen stein geworfen	das ist nicht einfach aus
2307  ch_lu_2702.wav	wir umarmen uns fest	ich möchte nicht mehr
2286  ch_lu_1745.wav	ich zanke gerne mit dir rum	wir haben diese motion
969  ch_zh_1051.wav	er möchte sich die welt anschauen	sie haben diese motion
1922  ch_bs_1699.wav	ich warte vor dem tor	das ist nicht mehr
1733  ch_ag_1532.wav	schon lieber im hintergrund	sie haben auch nicht zurück
2229  ch_lu_1787.wav	ich gewinne dieses spiel gerade	das ist nicht mehr
60  ch_vs_2440.wav	und du hast mich geneckt	das ist nicht mehr
2216  ch_lu_1595.wav	news aus dem eishockey	sie haben sich auch nicht mehr
913  ch_zh_1696.wav	ich bereite den verband vor	die grundsätzlich
2184  ch_lu_0072.wav	er sieht sie erstaunt an	in der schweizeren
1681  ch_ag_1255.wav	wer ist jon snow	das ist nicht mehr geschäft
2151  ch_lu_2274.wav	er wringt nichts aus	das ist nicht mehr aus
747  ch_gr_1255.wav	wer ist jon snow	das ist nicht mehr
1718  ch_ag_2615.wav	er sitzt an einem computer	sie haben sich auch nicht geschäft
1290  ch_sg_1784.wav	ich gewinne sonst nie	das ist nicht mehr
1375  ch_sg_1787.wav	ich gewinne dieses spiel gerade	diese motion ist nicht mehr
1656  ch_ag_0198.wav	er war geh	das ist nicht mehr
1263  ch_sg_2703.wav	sie hatten sich umarmt	sie haben sie auch nicht mehr
2190  ch_lu_2315.wav	er hat sie erschreckt	sie haben diese antwort
1697  ch_ag_1692.wav	ich bin von oben rein gekommen	sie haben auch nicht mehr
2101  ch_lu_2699.wav	ich umarme dich fest	das ist nicht mehr
241  ch_vs_2334.wav	wir haben die tüten festgehalten	das ist auch nicht auf die schweiz
2322  ch_lu_1196.wav	der sommer bleibt heiss	das ist nicht mehr
1147  ch_zh_2616.wav	und doch sitzt du jetzt hier	das ist nicht mehr
2313  ch_lu_1784.wav	ich gewinne sonst nie	das ist nicht mehr
1481  ch_sg_2699.wav	ich umarme dich fest	das ist nicht mehr
2181  ch_lu_2671.wav	was suchst du denn hier	sie haben sich auch nicht geschäft
2097  ch_lu_0071.wav	ich sehe ihn mir an	wir haben auch nicht mehr
1218  ch_zh_1255.wav	wer ist jon snow	sie haben sich auch nicht
1801  ch_bs_0234.wav	starker föhn	sie haben auch nicht mehr
1775  ch_ag_1478.wav	alle wissen es	das ist nicht mehr
1113  ch_zh_1691.wav	er kommt von oben rein	ich habe ich nicht
1157  ch_zh_0559.wav	ich bin happy hier	wir haben auch nicht
796  ch_gr_1478.wav	alle wissen es	das ist nicht mehr
261  ch_vs_0899.wav	was ist fake	das ist nicht mehr
872  ch_zh_3282.wav	will man sie nicht mehr	wir haben diese motion
1596  ch_ag_1734.wav	aber er hatte nicht widersprochen als sie sich geweigert hatte	in der schweizerischen dass die schweizerigen
388  ch_be_1814.wav	tiefstwerte um neun grad	wir haben auch nicht mehr
616  ch_gr_1681.wav	und doch rugby wird immer populärer	auch die schweizerinnen unterstützt
653  ch_gr_1734.wav	aber er hatte nicht widersprochen als sie sich geweigert hatte	die schweizerischen wirklich ausgeschlossen
545  ch_be_1782.wav	wir haben gekochte kartoffeln gemacht	wir haben auch nicht mehr
1347  ch_sg_2714.wav	wir werden wahrscheinlich alle unbeholfen sein	in der schweizerischen sind auch nicht mehr
1580  ch_ag_0366.wav	das werk lässt sich in die kategorie seinen einordnen	sie haben diesen auch nicht mit dem anträgen
1905  ch_bs_0009.wav	damit ist sie auch für viele bürgerliche wählbar	in der schweizerinnen und schwierigen
260  ch_vs_1577.wav	hier befinden sich auch nationalparks	die schweizerinnen und schwierigen
646  ch_gr_2375.wav	ich stelle diese geräte her und verkaufe sie	in der schweizerinnen unterstützen
1167  ch_zh_3078.wav	besonders darf man auf den auftritt von trump gespannt sein	die schweizerischung der schweizerischen zurück
171  ch_vs_0650.wav	wie die alte frau schnarcht dachte er	auch die schweizerinnen unterstützen
590  ch_gr_0602.wav	das gespräch führte michael sahli	sie haben sich auch nicht mit der schweiz
982  ch_zh_1870.wav	am dienstag sonnige abschnitte und schneeschauer	in der schweizerischen schweizerischen
565  ch_gr_0213.wav	es brauche mehr stellen für athletinnnen und athleten	das ist auch nicht mehr auf diesem anderen
641  ch_gr_0589.wav	doch abgeschlossen sind die beratungen damit noch lange nicht	in der schweizerinnen und schweizeren
1806  ch_bs_1116.wav	die kinder bereuen daraufhin ihr verhalten	die grundsätzlich nicht mehr geschäft
1981  ch_bs_0554.wav	auch ich konnte diesem im parlament zustimmen	in der schweizerinnen unterstützen
1123  ch_zh_2429.wav	laycock war nicht in der kutsche mitgefahren	sie haben die schweizerischen wirklich
996  ch_zh_0788.wav	auch bio kommt nicht ganz ohne pestizide aus	in der schweizerinnen und schweizerigen
724  ch_gr_2370.wav	sie arbeitet sehr hart für ihr täglich brot	sie haben sich auch nicht mit der schweizer
1625  ch_ag_0238.wav	am montag sonne aber auch etwas nebel	in der schweizerinnen unterstützen
849  ch_zh_2567.wav	infolgedessen schrumpft das grasland vor ihren augen	in der schweizerinnen unterstützen
1958  ch_bs_2747.wav	ching ping verstand jedes wort	in der schweizerinnen und schweizerigen
1518  ch_ag_0617.wav	der vorsprung auf das absolute mehr ist denn auch äusserst knapp	die schweizerischen schweizerischen
577  ch_gr_2564.wav	sie zielt auf ihn und schreit	sie haben die schweizerigen
900  ch_zh_3718.wav	strategische elemente gelten als unwichtig	in der schweizerinnen unterstützen
1908  ch_bs_0960.wav	in einer weiteren ehe hatte sie noch eine tochter	sie haben diese motion angenommen
1917  ch_bs_0020.wav	am sonntag und am montag teilweise sonnig	in der schweizerinnen unterstützen
948  ch_zh_1290.wav	der unescoausschuss tagt noch bis zum samstag	das ist auch die schweizerischen schwierigen
1618  ch_ag_0589.wav	doch abgeschlossen sind die beratungen damit noch lange nicht	in der schweizerinnen und schweizerigen
642  ch_gr_1873.wav	zeitweise hat es dichtere schleierwolken	sie haben sich auch nicht mit der schweizer
2109  ch_lu_2470.wav	er fuhr nicht mehr rad weil sein popo weh tat	die schweizerinnen sind auch nicht mehr geschäft
1903  ch_bs_1465.wav	und auch immer verlinkt mit weiteren themen	in der schweizerinnen unterstützen
1424  ch_sg_2275.wav	sie zieht ihrem baby gerade die kleider aus	die grundsätzlich auch diesen anträgen
1931  ch_bs_2435.wav	hab auch an einem sahnetöpfchen genascht meister	in der schweizerinnen unterstützen
1598  ch_ag_0833.wav	da vinci formte daraus etwas neues	sie haben sich auch nicht mehr
1287  ch_sg_2272.wav	tom wrang das tuch aus	die schweizerinnen und schweizeren
863  ch_zh_0562.wav	susanne brunner die reaktionen sind gemischt	die grundsätzlich nicht mehr geschäft
1584  ch_ag_1087.wav	im frühjahr wächst am hang des berges bärlauch	die schweizerinnen und schweizerigen
142  ch_vs_0718.wav	aber bauern sind nicht naturgärtner	wir haben auch nicht mehr geschäft
895  ch_zh_3283.wav	zudem gab es viele personelle wechsel	sie haben sich die schweizerischen schweizer
459  ch_be_1756.wav	es zerriss ihm das herz	sie haben sich auch nicht
1648  ch_ag_1494.wav	das gehöre zu einer glaubwürdigen klimapolitik	in der schweizerinnen unterstützen
1345  ch_sg_1584.wav	es ist bereits der dritte in dieser brandsaison	in der schweizerinnen unterstützen
827  ch_zh_1250.wav	dereinst soll ein mehrgenerationenhaus entstehen	in der schweizerinnen und schweizerigen
191  ch_vs_1204.wav	zwichendurch kann es auch trockene abschnitte geben	sie haben sich auch nicht mit der schweiz
1029  ch_zh_2377.wav	nach dem her heruntergefallen ist hat er sich das bein gebrochen	in der schweizerischen geschichten
663  ch_gr_1250.wav	dereinst soll ein mehrgenerationenhaus entstehen	in der schweizerischen sind auch die schweizeren
603  ch_gr_1722.wav	eddie warf ihm sein zippo zu	sie haben diese motion angenommen
2271  ch_lu_2310.wav	gleichzeitig hat man die sorgen der bürger ernst genommen	in der schweizerinnen unterstützen
1884  ch_bs_2597.wav	und da gehe ich immer aus und betrinke mich	in der schweizerinnen unterstützen
1690  ch_ag_2628.wav	ich spare zeit erwiderte franz ruhig	sie haben sich auch nicht mit der schweizer
1041  ch_zh_1681.wav	und doch rugby wird immer populärer	diese motion ist einen anderen
2303  ch_lu_0129.wav	nach einer halben stunde war die feuerspritze defekt	in der schweizerinnen unterstützen
1513  ch_ag_2558.wav	er arbeitet schnell also wird er morgen bestimmt fertig sein	die schweizerischen schweizerischen geschäft
783  ch_gr_2601.wav	ich wohne in einem kleinen hotel und erhole mich	wir haben diese motion angenommen
236  ch_vs_2308.wav	im winter läuft man auf dem see eis	in der schweizerinnen und schwierigen
1677  ch_ag_0822.wav	der dreiunddreissig jährige schwebt nicht mehr in lebensgefahr	in der schweizerinnen unterstützen
2064  ch_lu_1781.wav	du kehrst nie und auch sonst übernimmst du nichts im haus	es ist nicht einen schweizerischen schweizer
2108  ch_lu_0273.wav	sie ist meist bodenständig und zum teil deftig	die schweizerischen wirklich auf diesem geschäft
42  ch_vs_0054.wav	wegen seines unfalls hört er nichts mehr	die grundsätzlich nicht mehr
971  ch_zh_3120.wav	das können unternehmen aus meiner sicht durchaus tun	die schweizerischen schweizerischen schweiz
607  ch_gr_2411.wav	ich mag es sehr wenn es so leise regnet	in der schweizerinnen und schwierigen
779  ch_gr_1863.wav	boden und hochnebel vorherzusagen ist schwierig	die schweizerinnen und schwierigen
1605  ch_ag_1250.wav	dereinst soll ein mehrgenerationenhaus entstehen	die schweizerischen schweizerischen
729  ch_gr_1889.wav	am sonntag viel sonnenschein mit wenigen wolken	sie haben diese antwortschaftlichen
1547  ch_ag_0548.wav	die karten werden im steuerwettbewerb also neu gemischt	in der schweizerinnen unterstützen
911  ch_zh_1872.wav	am sonntag oft sonnig ein paar wolken	die schweizerischen sind auch nicht geschäft
