id	target_txt	prediction
1272  ch_lu_1780.wav	ich kehre laub immer nur ende herbst	ich wisse es warum immer nur ende herbst
704  ch_sg_2501.wav	nicky rollte sich auf die seite	nicky rollte sich auf die seite
1120  ch_bs_1499.wav	seit zehn jahren ist sie konstant	seit zehn jahren ist sie konstant
57  ch_vs_2494.wav	ich bin nur so gerannt um dich einzuholen	ich bin nur so gerannt um dich zu holen
127  ch_vs_2678.wav	ich fürchte dass er euch täuscht	ich fürchte dass er euch täuscht
1140  ch_bs_0221.wav	aber er widersprach auch nicht	aber er hatte auch nicht widersprochen
771  ch_sg_0063.wav	das auto rast durch die nacht	das auto rast durch die nacht
1056  ch_ag_2207.wav	ich starre in die weiten des ozeans	er starrte die weite des nozen
828  ch_sg_1142.wav	sonst ist es dann morgen wieder trocken	sonst ist es dann morgen wieder trocken
404  ch_gr_1849.wav	drohnen vermessen die schneedicke	drohnen vermessen die schneedecke
322  ch_gr_1723.wav	er warf die flasche zur seite	er warf die flasche auf die seite
1022  ch_ag_2601.wav	ich wohne in einem kleinen hotel und erhole mich	ich wohne in einem freinen hotel unterhole mich
1023  ch_ag_2629.wav	auf diese weise sparst du jede menge zeit	auf diese weise sparst wieder morgen zeit
1216  ch_lu_0474.wav	wochentags werden eher frühstücksflocken zum frühstück serviert	unter den wochenenden gibt es morgen
1215  ch_lu_2505.wav	dann rülpste er gewaltig und kicherte darüber	dann hatte er geroben und darüber gewacht
438  ch_zh_3686.wav	wir waren total erstaunt über lena	wir waren totaler stunden über die lehrer
1262  ch_lu_1838.wav	am abend klar mit wenigen wolken	am abend klar mit ein paar wolken
1195  ch_bs_1698.wav	hommes bereitet schon das haus vor	der onlinekt ist hausbereit
877  ch_sg_2261.wav	du malst das ja sehr bunt aus	du malst ein sehr baunton aus
660  ch_zh_2953.wav	die zahl der betroffenen schwankt	die zahl der betroffenen schwankt
540  ch_zh_2758.wav	doch es kam andersnein	aber es kam anders nein
1047  ch_ag_2588.wav	sie war ausgeruht hungrig glücklich	sie war ausgeruht hungrig glücklich
1218  ch_lu_1018.wav	diese volksbräuche sind europaweit verbreitet	die volksbräuche sind europaweit verbreitet
418  ch_gr_2207.wav	ich starre in die weiten des ozeans	ich starre in die weite des ozeans
420  ch_gr_2561.wav	eine alte frau schrie auf	eine alte frau schrie auf
1015  ch_ag_1888.wav	am abend nicht ganz wolkenlos	am abend ist es nicht ganz wolkenlos
311  ch_gr_1864.wav	auf zweitausend metern elf grad	auf zweitausend metern ölf grad
873  ch_sg_1754.wav	unglaublich er zerpflückt dich ja	unglaublich ernimmt die auseinander
1013  ch_ag_0228.wav	du hast mir damals alles weg gegessen	du hast mir damals alles weg gegessen
782  ch_sg_1631.wav	die schweiz eine schwimmnation	die schweiz eine schwimmnation
1219  ch_lu_2539.wav	alter freund du schläfst jetzt ein	alter kollege die auslastung ein
565  ch_zh_3685.wav	der unfall verursachte zwei tote	die unfall führte sich zwei toter
604  ch_zh_0987.wav	beliebtes ziel ist der stockberg	beliebtes ziel ist der stockberg
37  ch_vs_2641.wav	du magst ihn und das spürt er	du magst noch und das spielt er
1256  ch_lu_2302.wav	dann drehe sich für ihn die zeit zurück	dann drehe sich für ihn die zeit zurück
886  ch_sg_2711.wav	sie ist schon vor langer zeit umgezogen	sie sind schon vor langer zeit gezeigt
1231  ch_lu_0528.wav	das zeigte sich am dienstagabend	das zeigte sich am dienstagabend
1102  ch_bs_2437.wav	sie naschte von den pralinen	sie hatte von den pralinen gesessen
73  ch_vs_1228.wav	der april macht wieder mal was er will	der april macht wieder was er will
643  ch_zh_1695.wav	sie sind sicher gut vorbereitet	sie sind sicher gut vorbereitet
31  ch_vs_2668.wav	dann stürzt du dich von einem kliff	da stürzt du dich von einem kliff
686  ch_sg_0074.wav	vor allem du siehst dich ein bisschen um	vor allem dauern spitzsommen
1238  ch_lu_2667.wav	deshalb stürze ich auch hin und wieder ab	deshalb stürze ich ab und zu wieder ab
166  ch_vs_0655.wav	sofort sah er das rotkäppchen	sofort sah er das rotkäppchen
23  ch_vs_2330.wav	der plan wurde fallengelassen	der plan hat mir los
61  ch_vs_2523.wav	ich schaue mir das im auto an	ich schaue mir das an
446  ch_zh_1720.wav	endlich wendete sich das schicksal	endlich wendete sich das schicksal
616  ch_zh_1468.wav	weshalb haben sie eigentlich deutschland im auge	weshalb haben sie eigentlich deutschland im auge
48  ch_vs_0254.wav	diese benötigen viel strom	das brauche eine viele strom
1277  ch_lu_1555.wav	das problem sind nicht die kantonsgrenzen	das vollem sind nicht kantonsgrenzen
1165  ch_bs_0633.wav	gut dachte sich der wolf	gut dachte sich der wolf
122  ch_vs_2645.wav	ich stehle ihn aus der vorratskammer	ich stehle noch aus der vorratskammer
1004  ch_ag_2364.wav	der maulwurf gräbt sich durch die erde	der maulwurf gräbt sich durch die erde
944  ch_sg_1810.wav	am samstag ist es oft sonnig	am samstag sonnig
492  ch_zh_2638.wav	weil ich deine fantasien spüre	wie licht in ihre fantasien spüren
481  ch_zh_2611.wav	sie hatte auf der kellertreppe gesessen	sie sass auf den kellerstreben
777  ch_sg_1180.wav	ich wünsche ihnen einen schönen abend	ich wünsche ihnen einen schönen abend
22  ch_vs_0241.wav	am donnerstag einzelne regenschauer	am donnerstag einzelne regenfeld
1093  ch_bs_1062.wav	ich sollte immer auf ihn aufpassen	ich sollte immer auf ihn aufpassen
855  ch_sg_0072.wav	er sieht sie erstaunt an	er schaute sie erstaunt an
1053  ch_ag_2549.wav	sie mussten ihn auf eine lichtung geschleppt haben	sie muss ihn auf dem wichtigen geschleppt haben
1000  ch_ag_0229.wav	ich sage du wirst für sie gekehrt haben	ich sage du wirst für sie putzt haben
469  ch_zh_1668.wav	und wie stoppt man ronaldo	und wie stoppt man ronaldo
921  ch_sg_2670.wav	mutter war zu boden gestürzt	mutter war auf der bodenkeit
561  ch_zh_0171.wav	jetzt hab ich dich du alter sünder	jetzt kann ich dich du alter sünder
199  ch_be_1142.wav	sonst ist es dann morgen wieder trocken	sonst ist es dann morgen wieder trocken
1017  ch_ag_1687.wav	und jetzt stopft er sich mit fleisch voll	und jetzt stopft sich mit fleisch voll
116  ch_vs_2686.wav	sie hat es gut getroffen	sie hat es gut getroffen
645  ch_zh_4114.wav	ein raunen ging durch die menge	ein rahmen ging durch die menge
547  ch_zh_2955.wav	immer wieder werden hier tiere überfahren	immer wieder werden tiere überfahren
1016  ch_ag_1877.wav	prognose für in den bissen	prognose für inding beissen
351  ch_gr_2749.wav	ja sie hatten alle verstanden	ja sie hatten alle verstanden
1052  ch_ag_1726.wav	wir haben ihn in den turm geworfen	wir haben ihn in den turm geworfen
1226  ch_lu_2471.wav	kann es sein das ich ranzig rieche	kann es sein das ich ranzig rieche
101  ch_vs_1774.wav	er ass den kuchen selbst auf	er hasste den kuchen selbst
792  ch_sg_1745.wav	ich zanke gerne mit dir rum	ich zanke gerne mit dir herum
252  ch_be_2464.wav	er prahlte nicht gern damit	er hatte nicht gerne damit geplaft
278  ch_be_2710.wav	ich habe gehört das du hier her umziehst	ich hab gehört dazu dich schon hinzu
165  ch_vs_2724.wav	ihm war unterdessen eine idee gekommen	ich kam unterdessen nicht ein
654  ch_zh_0820.wav	die person wurde behandelt	die person wurde behandelt
282  ch_be_2738.wav	er verschmutzt die taschentücher	es verschmutzt nass die tür
568  ch_zh_1723.wav	er warf die flasche zur seite	er hatte die flasche auf die zeit gerührt
1130  ch_bs_2634.wav	ich spucke dir ins gesicht	ich spucke dir ins gesicht
427  ch_zh_3447.wav	das geschieht mehr schlecht als recht	das passiert mehr schlecht wie recht
244  ch_be_2666.wav	stell dir vor ich stürze	stell davor ist die türze
456  ch_zh_1697.wav	du bereitest ein bad für ihn vor	du machst ein bad für ihn parad
963  ch_ag_2214.wav	seither hat sie stark abgenommen	seit damals nahm sie ihm ab
1297  ch_lu_1782.wav	wir haben gekochte kartoffeln gemacht	wir haben gekochte kartoffeln gemacht
388  ch_gr_2615.wav	er sitzt an einem computer	er sitzt an einem computer
389  ch_gr_0957.wav	mannschaft integriert	mannschaft integriert
27  ch_vs_0916.wav	die wall street steht unter feuer	die wasserreit steht unter vier
1276  ch_lu_1541.wav	aber es gehe auch um medizin	aber es ging auch um medizin
1054  ch_ag_2561.wav	eine alte frau schrie auf	eine alte frau schrie auf
1206  ch_lu_2713.wav	ich bin gerade wirklich unbeholfen	ich bin gerade wirklich ungeschickt
1294  ch_lu_2738.wav	er verschmutzt die taschentücher	er macht nach dieser treckung
536  ch_zh_1523.wav	allerdings ist sie nicht selbstverständlich	aber es ist nicht selbstverständlich
580  ch_zh_1694.wav	er hatte sich gut vorbereitet	er hatte sich gut vorbereitet
1290  ch_lu_2704.wav	er hat mich um diesen gefallen gebeten	er hatte mich um einen gefallen gebeten
75  ch_vs_2709.wav	ich ziehe gerade ins alte haus um	ich ziehe gerade ins alte haus
672  ch_zh_1527.wav	aber alle haben dieselben sorgen	aber alle haben dieselben sorgen
1278  ch_lu_2712.wav	sie sah sehr unbeholfen aus	sie sah sehr ungeschickt aus
66  ch_vs_1770.wav	es ist mir aus der hand entglitten	es ist mir aus der hand gekriegt
240  ch_be_2672.wav	aber nach was hat sie gesucht	aber nach was hat sie gesucht
880  ch_sg_1595.wav	news aus dem eishockey	meinetwegen aus dem eishockey
763  ch_sg_2689.wav	ich trinke einen schluck bier	ich trinke einen schluck bier
670  ch_zh_2748.wav	nur verstand sie nicht warum	nur verstand sie nicht warum
1282  ch_lu_2706.wav	du hast sie gebeten das zu tun	du hast dich betont das tun
236  ch_be_2699.wav	ich umarme dich fest	ich umarme dich fest
1265  ch_lu_2538.wav	sonst schlafe ich am nachmittag ein	sonst schläft sich um nachmittag ein
516  ch_zh_2572.wav	nicht wenn ich sie vorher schubse	nur wenn ich sie zuerst schubse
258  ch_be_2538.wav	sonst schlafe ich am nachmittag ein	sonst schlafe ich am nachmittag ein
802  ch_sg_2700.wav	du umarmst mich fest	du umarmst mich fest
760  ch_sg_0061.wav	also habe ich gepfuscht	also ich habe gepfuscht
592  ch_zh_2410.wav	es fängt langsam an zu regnen	es fängt langsam an regnen
613  ch_zh_2613.wav	jetzt sitze ich zum letzten mal	nun sitze ich zum letzten mal
7  ch_vs_1017.wav	jänner im amt war	jänner im amt war
970  ch_ag_1725.wav	ich hab keinen stein geworfen	ich hab keinen stein gerührt
570  ch_zh_1051.wav	er möchte sich die welt anschauen	er möchte welt anschauen
1033  ch_ag_1532.wav	schon lieber im hintergrund	schon lieber im hintergrund
514  ch_zh_1696.wav	ich bereite den verband vor	ich machte den verband parad
1300  ch_lu_2274.wav	er wringt nichts aus	er trückt nichts aus
981  ch_ag_1255.wav	wer ist jon snow	wer ist die schanz noch einmal
741  ch_sg_1784.wav	ich gewinne sonst nie	ich gewinne sonst nie
1018  ch_ag_2615.wav	er sitzt an einem computer	er sitzt aus dem computer
826  ch_sg_1787.wav	ich gewinne dieses spiel gerade	ich gewinne spiel gerade
714  ch_sg_2703.wav	sie hatten sich umarmt	sie hatten sich umarmt
956  ch_ag_0198.wav	er war geh	er war geweint
997  ch_ag_1692.wav	ich bin von oben rein gekommen	ich bin von oben rein gekommen
1250  ch_lu_2699.wav	ich umarme dich fest	ich umarme dich fest
142  ch_vs_2334.wav	wir haben die tüten festgehalten	wir haben die secke festgehalten
932  ch_sg_2699.wav	ich umarme dich fest	ich umarme dich fest
1246  ch_lu_0071.wav	ich sehe ihn mir an	ich schaue mir an
669  ch_zh_1255.wav	wer ist jon snow	wer ist der transport
1101  ch_bs_0234.wav	starker föhn	starker föhn
1075  ch_ag_1478.wav	alle wissen es	alle wissen es
397  ch_gr_1478.wav	alle wissen es	alle wissen es
162  ch_vs_0899.wav	was ist fake	was ist fake
473  ch_zh_3282.wav	will man sie nicht mehr	will man sie nicht mehr
489  ch_zh_3268.wav	wieviel soll die ausnahmebewilligung künftig kosten	wie viel soll die ausnahmebewilligung in zukunft kosten
497  ch_zh_1494.wav	das gehöre zu einer glaubwürdigen klimapolitik	das gehöre zu einer glaubwürdigen klimapolitik dazu
375  ch_gr_2403.wav	erst wenn er genug lärm gemacht hatte gab er sich zufrieden	erst wenn er genug lärm gemacht hatte war er zufrieden
222  ch_be_1193.wav	in der nacht fallen die temperaturen unter dreizehn grad	in der nacht fallen die temperaturen unter dreizehn grad
836  ch_sg_2488.wav	die reifen dieses wagens waren nicht kugelsicher	die reifen der wagen waren nicht rugensicher
391  ch_gr_0969.wav	oft können die experimente dann sogar nützlich sein	oft können die experimente sogar nützlich sein
1136  ch_bs_2387.wav	also ich verstehe das gerade inhaltlich überhaupt nicht	also ich verstehe das gerade inhaltlich überhaupt nicht
537  ch_zh_2994.wav	sie bauten mais bohnen quinoa und kürbisse an	sie bauten ein mais bohnenkino und kürbis an
1251  ch_lu_0930.wav	amazon will quantumcomputing salonfähig machen	einen solchen quantencomputing salonfähig machen
600  ch_zh_0978.wav	sie ermöglicht ausserdem eine vorhersage des kommenden wetters	sie ermöglicht ausserdem eine von hersage des kommenden wetters
973  ch_ag_2576.wav	einer von ihnen wurde von seinen kameraden nach vorne geschubst	einer von ihnen wurde von seinen kameraden nach vorne geschüpft
619  ch_zh_0038.wav	noch sein vater animierte ralph voltz zum zeichnen	noch sein vater animierte ralph voltz zum zeichnen
628  ch_zh_1118.wav	die flanken der beiden räder berühren sich nur punktförmig	die rente der beiden räder berühren sich nur punktförmig
768  ch_sg_0077.wav	sie hatten sich nie gestritten	sie stritten sich nie
297  ch_gr_0788.wav	auch bio kommt nicht ganz ohne pestizide aus	auch bio kommt nicht ganz ohne pestizide aus
1288  ch_lu_0661.wav	der jäger zog seinen pelz ab und ging damit nach hause	jäger ging es in seinen pelz ab und ging damit haben
1197  ch_bs_1854.wav	am samstagvormittag nicht ganz wolkenlos	am samstagvormittag nicht ganz wolkenlos
1181  ch_bs_0419.wav	fahrrad und wanderwege verlaufen um den gesamten stausee	weller und wanderwege gehen um den ganzen stausee
1192  ch_bs_2408.wav	hattest du ihn nicht gehört er hat und ganz laut gerufen	hattest du ihn nicht gehört er hatte ganz laut gerufen
609  ch_zh_1469.wav	das kann für die schweiz sicher keine valable lösung sein	das kann für die schweiz aber sicher keine brauchbare lösung sein
1019  ch_ag_0764.wav	in der schweiz gibt es nur noch dreitausend brutpaare so frei	in der schweiz gibt es nur noch dreitausend blutpaare sofrei
1108  ch_bs_0591.wav	sie ist schon eine träge sache die schweizer politik	sie ist schon eine träge sache die schweizer politik
1028  ch_ag_1491.wav	der negative wert hat sich innert zwei jahren fast verdoppelt	der negative wert hat sich innerhalb zwei jahren fast verdoppelt
908  ch_sg_1741.wav	er zwängte sich durch die öffnung und wühlte weiter	er zwängt sich durch die öffnung und wühlt weiter
662  ch_zh_3318.wav	bern aargau und graubünden melden neue rekorde	bern argen und graubünden melder neuer gehört
349  ch_gr_2203.wav	es geht um unsere altstadt und es soll neues entstehen	es geht um unsere altstadt und es soll neues entstehen
552  ch_zh_0159.wav	beim milliardenprojekt zeichnet sich ein klares nein ab	bei einem milliardenprojekt zeichnet sich ein klares nein ab
1260  ch_lu_2316.wav	lange krankheit ertrug er zum ende seines lebens geduldig	am ende der seines lebens hatte er einen langen kranken langen ertragen
1040  ch_ag_2577.wav	ihr rechter arm schürfte über eine scharfe glaskante	ihr rechte arm ist über eine scharfe glaskante
1010  ch_ag_2403.wav	erst wenn er genug lärm gemacht hatte gab er sich zufrieden	erst nach diesem genug lärm gemacht hatte er sich zufrieden
778  ch_sg_0513.wav	positiv für geldbeutel und umwelt	positiv für geldbeutel und umwelt
29  ch_vs_0094.wav	in den alpen und im süden ist es meistens sonnig	in den alpen im süden aus meistens sonnig
495  ch_zh_0985.wav	sehr spannend wurde das spiel in den schlussminuten	sehr spannend wurde das spiel in den schlussminuten
1180  ch_bs_1061.wav	dann soll thor eine katze vom boden aufheben	dann soll thor eine katze vom boden aufheben
807  ch_sg_0894.wav	um die software braucht man sich ebenfalls keine sorgen zu machen	um die software braucht man sich auch keinen sorgen zu machen
975  ch_ag_0413.wav	die spannung zwischen ihm und sema scheint zu explodieren	die spannung zwischen ihm und sema scheint zu explodieren
412  ch_gr_2429.wav	laycock war nicht in der kutsche mitgefahren	laycop war nicht in der kutsche mitgefahren
370  ch_gr_1650.wav	und das ohne eine einzige platte laufen zu lassen	und das ohne eine einzige platte laufen zu lassen
445  ch_zh_1046.wav	die art gehört zu den sklavenhaltenden ameisen	die art gehört zu den sklavenhaltenden ameisen
808  ch_sg_2729.wav	ich verscheuche sie mit einer handbewegung	ich verscheuche sie mit handbewegung
965  ch_ag_2599.wav	du übernimmst die verantwortung dafür dass sie sich nicht betrinkt	du wird verantwortung dafür dass sie sich nicht betrinkt
70  ch_vs_0122.wav	es bräuchte deshalb zunächst eine vermittlung von dritten	es bräuchte deshalb zunächst eine vermittlung von dritten
288  ch_be_2260.wav	ich male sehr gerne die figuren in den malheften aus	ich male sehr gerne die figuren in den malheften aus
149  ch_vs_1775.wav	wir assen alle zusammen den feinen braten	wir haben alle zusammen den feinen braten
667  ch_zh_1533.wav	zurückzuführen ist das einerseits auf die metoobewegung	das ist einerseits auf die mittelbewegung zurückzuführen
1188  ch_bs_2420.wav	erst jahre später liess er sie endlich los	erst jahre später liess er sie endlich los
409  ch_gr_0202.wav	manchmal sind sie bemalt meist auf der innenseite	manchmal sind es bemalt meist auf der innenseite
255  ch_be_1780.wav	ich kehre laub immer nur ende herbst	ich rach eine laub immer nur ende herbst
1164  ch_bs_2742.wav	ich fürchte damit verschwendet ihr wertvolle zeit	ich befürchte damit verschwendet ihr wertvolle zeit
784  ch_sg_1143.wav	die temperaturen gehen im norden ein bisschen zurück	die temperaturen gehen im norden etwas zurück
649  ch_zh_1078.wav	die offiziere zwingen ihn sich nackt ausziehen	die offiziere zwingen ihn sich blut abzuziehen
295  ch_be_1796.wav	tatsächlich können sie den killern die münze wieder abnehmen	tatsächlich können sie diesen killern die münze wieder abnehmen
1269  ch_lu_2504.wav	er trinkt noch einen schluck bier rülpst und schüttelt den kopf	er trinkt von einem schluck bier geöpft und schüttelt den kopf
1085  ch_bs_1512.wav	dabei fehle es dem staat eigentlich nicht am geld	dabei fehle es im staat eigentlich nicht am geld
1261  ch_lu_0298.wav	auch vollkornbrot mit butter und käse ist zulässig	auch vollkornbrot mit angenehmen und käse ist zulässig
888  ch_sg_2705.wav	sie bat mich erst gerade ihr den tee zu bringen	sie bringt mich erst gerade ihr den tee zu
815  ch_sg_1591.wav	und es sei demokratisch nicht legitim	und es sei demokratisch nicht legitim
410  ch_gr_1134.wav	zudem gibt es dort auch noch mischungen mit cola oder zitronenlimonade	zudem gibt es auch dort noch mischungen mit cola oder zitronen
680  ch_sg_2688.wav	wir traffen uns gegenseitig ins gesicht	wir treffen dann gegenseitig ins gesicht
867  ch_sg_2473.wav	es hatte den ganzen tag schon ranzig gerochen	es hatte schon den ganzen tag ranzig gerochen
1070  ch_ag_0969.wav	oft können die experimente dann sogar nützlich sein	oft können die experimente dann sogar nützlich sein
1111  ch_bs_0036.wav	ich deute ihr mein interesse offensichtlich an	ich teuere mich interesse offensichtlich an
82  ch_vs_1589.wav	ist albert rösti noch der richtige präsident	ist der albert rösti noch der richtige präsident
1086  ch_bs_0181.wav	viele verkäufer haben von botanik wenig ahnung	viele verkäufer haben von den botanik wenig ahnung
1307  ch_lu_1806.wav	narben falten und akne können ebenfalls behandelt werden	narben falten oder pikel können auch behandelt werden
1253  ch_lu_0529.wav	der ausgang der ständeratswahl in genf ist noch offen	der ausgang der ständeratswahl in genf ist noch offen
292  ch_be_1741.wav	er zwängte sich durch die öffnung und wühlte weiter	er zwängte sich durch die öffnung und weiter
432  ch_zh_2995.wav	hierbei handelt es sich um einen spielerischen abschluss des kusses	bei diesem handelt es sich um einen spieler ist abschluss des kusses
1303  ch_lu_1027.wav	die einrichtung eines nahverkehrs konnte keine rolle spielen	die einrichtung eines nahverkehrs konnte keine rolle spielen
1082  ch_bs_2741.wav	er selbst hatte keinen gedanken daran verschwendet	er selbst hatte keinen dank getrank
368  ch_gr_2588.wav	sie war ausgeruht hungrig glücklich	sie war ausgeruht hungrid und glücklich
221  ch_be_1811.wav	ab heute mittag örtlich gewitter	ab heute mittag örtlich gewitter
87  ch_vs_0898.wav	karrierestart zwischen hightech und tradition	karrierestart zwischen heiter und tradition
264  ch_be_2276.wav	du ziehst die doch besser aus	du ziehst diese doch besser ab
852  ch_sg_2659.wav	meine frau hat sie gestrickt und ich hänge an den dingern	meine frau hat sie gestrickt und ich hänge an diesem
84  ch_vs_0867.wav	ist die gesundheit der bevölkerung gewährleistet	ist die gesundheit der bevölkerung gewährleistet
