id	target_txt	prediction
1495  common_voice_sv-SE_18847661	It is for the handyman.	You don’t need to insist.
52  common_voice_sv-SE_18748646	Can I finish?	You little shit.
523  common_voice_sv-SE_18852902	I did not do it.	Have you forgotten out?
1017  common_voice_sv-SE_18858673	That we are not coming in.	We need to get a hold of a lot.
788  common_voice_sv-SE_19623824	It is us.	Do you want to try?
1478  common_voice_sv-SE_18847644	Are you?	But watch out.
1574  common_voice_sv-SE_18858771	You don’t know her.	You don’t need to insist.
1487  common_voice_sv-SE_18847653	How do you say it?	When did you leave?
1571  common_voice_sv-SE_18858768	Where did they travel?	Do you want a beer?
1540  common_voice_sv-SE_18847871	We should panic.	Don’t make it up.
257  common_voice_sv-SE_18858735	Thanks for that!	Take it easy.
1475  common_voice_sv-SE_18847641	Good idea, right?	Do you want to see?
1320  common_voice_sv-SE_18775053	I fell head over heals.	Let me go home.
820  common_voice_sv-SE_19575631	There’s a geezer there.	No, I don’t think so.
1318  common_voice_sv-SE_18775051	Here we have it.	What do you mean?
465  common_voice_sv-SE_18855100	I understand, but.	What are you doing?
1203  common_voice_sv-SE_18797089	It’s bad luck.	Where do you want to go?
1503  common_voice_sv-SE_18847695	Are you going to jump?	You don’t have to go.
1545  common_voice_sv-SE_18851019	How did they defeat you?	Is the old fridge broken?
1007  common_voice_sv-SE_18854175	I can handle it.	What do you want to do?
967  common_voice_sv-SE_18852877	It’s been fun.	Have you lost your mind?
1064  common_voice_sv-SE_18858758	And for your family.	Not as easy as it looks.
1532  common_voice_sv-SE_18847858	You’re so beautiful.	How did you feeling?
1463  common_voice_sv-SE_18847619	He was in the same class as me.	He was at the café.
1077  common_voice_sv-SE_18858789	Just what I need.	The government who beat our chief?
1500  common_voice_sv-SE_18847666	Your Maria?	But watch out.
945  common_voice_sv-SE_19932470	Whats happening?	You can have to.
1413  common_voice_sv-SE_20021501	Can I see?	That was good.
985  common_voice_sv-SE_18852946	I’m a little busy.	Is the old fridge broken?
986  common_voice_sv-SE_18852947	You’re offering to cook for me.	We don’t even know where it is.
226  common_voice_sv-SE_19518857	You’re crazy.	You should know.
679  common_voice_sv-SE_19758103	Nice evening.	Go to your mother.
694  common_voice_sv-SE_19758162	Show me what you got.	It is kind of.
36  common_voice_sv-SE_19878007	Because now you are.	For your sake.
1204  common_voice_sv-SE_18797090	Yes, finally.	You have to come with us.
1496  common_voice_sv-SE_18847662	Could we hurry up?	You are so high.
1565  common_voice_sv-SE_18858233	It’s dead.	It’s not fair!
1098  common_voice_sv-SE_18858822	He thinks I’m in.	We need to get a hold of a lot of money.
420  common_voice_sv-SE_18762823	It is not.	I don’t want to fel like it.
1092  common_voice_sv-SE_18858816	What the hell?	It was the driver!
1483  common_voice_sv-SE_18847649	Count on that.	Do you want to try?
1505  common_voice_sv-SE_18847697	Call me.	Do you want to try?
1006  common_voice_sv-SE_18853089	Are you sleeping with him?	But it is over now.
1489  common_voice_sv-SE_18847655	The men are with us.	But what about these?
1502  common_voice_sv-SE_18847694	A skillful thief?	She is not social.
1582  common_voice_sv-SE_18858784	You’re frustrated.	It’s like the first day.
1019  common_voice_sv-SE_18858675	We can plant now.	Yes, I will see you then.
949  common_voice_sv-SE_18852853	I’m just kidding.	Do you want allow means?
430  common_voice_sv-SE_18762839	Crank the pedal.	I called the bride.
1285  common_voice_sv-SE_18775017	He’s never at home.	You can die for it.
386  common_voice_sv-SE_18736942	You can talk to me.	Let the chief speak.
596  common_voice_sv-SE_19354332	I am high.	It is the car did.
1570  common_voice_sv-SE_18858767	Isn’t that your thing?	Don’t count me in.
458  common_voice_sv-SE_18855091	They’re almost done.	Is it there?
1482  common_voice_sv-SE_18847648	What do you want?	But what about these?
1060  common_voice_sv-SE_18858753	I’m sick of it.	We have to open the gate.
1579  common_voice_sv-SE_18858776	We were so scared.	It doesn’t work like that!
1225  common_voice_sv-SE_18770441	Who is she?	But it is over now.
1501  common_voice_sv-SE_18847692	He lives in my basement.	That is my line.
900  common_voice_sv-SE_19589177	Thank you for today.	You know that.
825  common_voice_sv-SE_19575641	To what?	Take it easy.
290  common_voice_sv-SE_19582303	I am single.	It is kind of.
1063  common_voice_sv-SE_18858757	What do you think.	We have to go.
1287  common_voice_sv-SE_18775019	What did you think?	But it is over now.
1590  common_voice_sv-SE_18858802	What’s inside?	When did you get a fish?
1589  common_voice_sv-SE_18858796	Thank you.	Don’t do it.
1023  common_voice_sv-SE_18858691	I can’t make my mind up.	I just wanted my career to move forward.
1058  common_voice_sv-SE_18858751	Take it away.	Yes, you should know.
1082  common_voice_sv-SE_18858800	It’s hard to read.	Is everything okay?
963  common_voice_sv-SE_18852872	I am moving here.	We are close to Big Ben.
463  common_voice_sv-SE_18855098	Sure it will be sold.	We’re in a hurry!
1525  common_voice_sv-SE_18847846	Stand still.	Should we eat?
1091  common_voice_sv-SE_18858815	See you, man.	Yes, they’re not here.
453  common_voice_sv-SE_18855083	Dance with me.	You don’t have to go.
1190  common_voice_sv-SE_18780670	Bye for now!	Come on, let’s leave.
1247  common_voice_sv-SE_18770486	Are you kidding?	The should die.
1544  common_voice_sv-SE_18851018	Tell them we will take it.	It’s not what you think.
1248  common_voice_sv-SE_18770487	Is it here?	Is everything okay?
998  common_voice_sv-SE_18853076	What is in them?	But it is over now.
1258  common_voice_sv-SE_18774984	How good for you.	Don’t count me in.
1514  common_voice_sv-SE_18847713	You look the same!	Do you want a beer?
454  common_voice_sv-SE_18855084	Then we can wait!	There’s too many people here.
462  common_voice_sv-SE_18855097	I hate you!	I will speak now!
470  common_voice_sv-SE_18855105	Come down again.	You know that right?
1297  common_voice_sv-SE_18775029	I am sick!	Go to your mother.
704  common_voice_sv-SE_19758217	On the carpet.	Let’s get started.
299  common_voice_sv-SE_19797189	It’s not that easy.	Do you want to see this?
1488  common_voice_sv-SE_18847654	What do you want to eat?	When did you get thing?
1292  common_voice_sv-SE_18775024	No, I swear.	She is even over.
1084  common_voice_sv-SE_18858807	To play.	There’s too many people here.
992  common_voice_sv-SE_18853068	He is smart.	Is this the house?
1550  common_voice_sv-SE_18851024	That is important!	It’s nothing.
1104  common_voice_sv-SE_18858829	Do you have a garage?	Yes, I will see you then.
1542  common_voice_sv-SE_18851016	Is that true?	But what about these?
1558  common_voice_sv-SE_18858222	Do you have more?	That is the picture.
1486  common_voice_sv-SE_18847652	Up your ass!	You’re going in.
958  common_voice_sv-SE_18852867	Just listen.	We are close to Big Ben.
1470  common_voice_sv-SE_18847636	What do you want?	What is it, old man?
974  common_voice_sv-SE_18852919	Come on.	Do you want to try?
1484  common_voice_sv-SE_18847650	If it’s what I want?	What are you doing?
962  common_voice_sv-SE_18852871	Look around!	For your sake.
1088  common_voice_sv-SE_18858811	Have you seen?	Is everything okay?
1264  common_voice_sv-SE_18774996	You wanted to quit.	Maybe we should redeem it.
1250  common_voice_sv-SE_18770489	Take that later.	You know, they have names.
1239  common_voice_sv-SE_18770472	Ouch, my liver!	Maybe we should redeem it.
1176  common_voice_sv-SE_18780649	Let’s go there now.	You can die for it.
1209  common_voice_sv-SE_18770425	Goddamn!	On the other hand.
1052  common_voice_sv-SE_18858739	So not from mine?	Fifty million dollar.
518  common_voice_sv-SE_18852861	Don’t say that!	It is so awkward.
528  common_voice_sv-SE_18852912	You will get sick.	What is this?
529  common_voice_sv-SE_18852913	Do not hit people like that.	Look at the seams.
433  common_voice_sv-SE_18763570	Keep an eye on her.	I know you can talk.
483  common_voice_sv-SE_19550824	No, I’m working out.	What are you doing?
659  common_voice_sv-SE_18754035	Start and I’ll be there.	Maybe we should redeem it.
573  common_voice_sv-SE_19307838	He will be back.	And it is my job.
852  common_voice_sv-SE_19790564	I am arresting you.	It is so awkward.
872  common_voice_sv-SE_19795636	I will take you to the floor.	This is my office.
854  common_voice_sv-SE_19790571	I lost my train of thought.	Do not leave us in the dark.
414  common_voice_sv-SE_18762817	I’m here for you.	What is this?
722  common_voice_sv-SE_19475975	No, don’t...	It was a quick decision.
686  common_voice_sv-SE_19758136	My colleague calls the shots.	I will let you know.
976  common_voice_sv-SE_18852926	Why are you interrogating me?	But it is over now.
173  common_voice_sv-SE_18748652	This is reality.	It will do not feel like it.
968  common_voice_sv-SE_18852878	Can I give you a ride, father?	Can you make water sounds?
589  common_voice_sv-SE_19354321	I don’t believe you.	It is actually my wife.
1332  common_voice_sv-SE_20020991	I’m also high.	Do you have a solid line?
864  common_voice_sv-SE_19795628	Should I dress up?	She is not social.
881  common_voice_sv-SE_19845655	Do you believe all that?	That is my office.
1367  common_voice_sv-SE_20021300	It’s not a dream.	How did you feel today?
907  common_voice_sv-SE_19589184	See the bomb?	Lets invest in the eggs.
838  common_voice_sv-SE_19578954	Here it is.	That is my wife.
698  common_voice_sv-SE_19758178	What will I have for lunch?	Don’t even think about it.
1372  common_voice_sv-SE_20021336	Yes, what is it?	Go to hell.
818  common_voice_sv-SE_19575629	No, I like the song.	Just stand still.
667  common_voice_sv-SE_18754048	Trust me!	Do you want to shoot?
584  common_voice_sv-SE_19354300	That’s the opposite.	It is so awkward.
145  common_voice_sv-SE_19469915	Don’t fuck with us!	I guess she made that decision.
1145  common_voice_sv-SE_18746562	It’s awesome.	For the love of God!
1183  common_voice_sv-SE_18780658	So you’re coming home?	Do not leave us in the dark.
1206  common_voice_sv-SE_18770422	I’ll be alright.	Maybe we should redeem it.
1211  common_voice_sv-SE_18770427	There’s a pool here.	Do not leave us in the dark.
531  common_voice_sv-SE_18852940	He’s out of it.	She is actually my.
1219  common_voice_sv-SE_18770435	It’s him there.	Do you have a solid line?
1511  common_voice_sv-SE_18847709	I love this city!	I think so too.
1144  common_voice_sv-SE_18746555	Have you read our mail?	Do you have a solid line?
1134  common_voice_sv-SE_18746533	Try to relax.	Do not leave us in the dark.
1133  common_voice_sv-SE_18746532	I am moving his foot.	You can die for it.
1586  common_voice_sv-SE_18858793	Have you seen my in-laws?	He knew I was going to disappoint him.
1120  common_voice_sv-SE_18746490	But there was a test.	Maybe for ever.
1099  common_voice_sv-SE_18858823	Do you think that you have a chance?	Yes, I told all of you.
748  common_voice_sv-SE_19476004	He must have helped her.	Have you lost your mind?
1076  common_voice_sv-SE_18858787	What have I done?	Your tuition fee is still not paid.
1075  common_voice_sv-SE_18858781	Why should I steer it?	We lost everything at the first job.
1238  common_voice_sv-SE_18770471	I have to move on.	You can die for it.
482  common_voice_sv-SE_19550823	Something about your mother.	I’m so happy to be able to help you.
1253  common_voice_sv-SE_18774968	Oh, how wobbly I feel.	Can you get the phone out for me?
547  common_voice_sv-SE_19307792	He is from the north.	Do not leave us.
1506  common_voice_sv-SE_18847699	You said that he will pick them up later.	Why do you think he’s obsessed with you?
564  common_voice_sv-SE_19307829	She is revolting.	Can you move the bag?
1499  common_voice_sv-SE_18847665	We are going to hit the clock.	When did you get thing?
1498  common_voice_sv-SE_18847664	And are you coming back soon?	You don’t need to insist.
51  common_voice_sv-SE_18748645	I don’t have a basement.	How did you feel today?
1479  common_voice_sv-SE_18847645	And that goes for your friend, too.	Why don’t you just take it?
121  common_voice_sv-SE_20009865	Let’s pack up.	What is this?
1407  common_voice_sv-SE_20021462	As he said.	Do you want to stop?
1531  common_voice_sv-SE_18847857	You can’t just allow it.	Is the old fridge broken?
1041  common_voice_sv-SE_18858722	You are correct there.	You can die for it.
1330  common_voice_sv-SE_20020963	Is that possible?	Do you like that?
1535  common_voice_sv-SE_18847861	Yes, at least at my school.	Lets start our own, together.
1290  common_voice_sv-SE_18775022	Were are the silverware?	You know she drugged me.
1286  common_voice_sv-SE_18775018	But I don’t have any cash register experience.	Drop the bird metaphors.
1282  common_voice_sv-SE_18775014	Please hurry up.	Maybe we should redeem it.
1512  common_voice_sv-SE_18847710	For my age, or?	Do you have a solid line?
174  common_voice_sv-SE_18748653	I have found one more battery.	Lets start our own, together.
1074  common_voice_sv-SE_18858780	Get used to it.	Good night guys like to say that.
1256  common_voice_sv-SE_18774971	It’s doing a countdown!	The goal training is over.
869  common_voice_sv-SE_19795633	At least I'm housebroken.	My husband is cheating on me.
316  common_voice_sv-SE_20159185	You can look.	Do you want to try?
827  common_voice_sv-SE_19575673	You are my savior.	Give me a minute with your mother.
1000  common_voice_sv-SE_18853078	I understand perfectly.	I’m going to the police.
1014  common_voice_sv-SE_18854187	We are not taking the group outside.	Where did you find the balls to do that?
1410  common_voice_sv-SE_20021466	It was a trap.	I’m finished soon.
310  common_voice_sv-SE_18742731	We have to leave.	This is my office.
1449  common_voice_sv-SE_20021799	What are you doing?	What do you want to do?
1008  common_voice_sv-SE_18854176	He has massive.	Have you lost your mind?
600  common_voice_sv-SE_19354336	How did he do in Irak?	I guess she made that decision.
177  common_voice_sv-SE_18748656	What did you say, honey?	She is not social.
843  common_voice_sv-SE_19578959	Do you understand what happened?	Don’t even think about it.
1373  common_voice_sv-SE_20021339	I don’t give a goddamn.	You can winch out.
649  common_voice_sv-SE_18754025	Here it is!	Do you want to shoot?
830  common_voice_sv-SE_19575676	I’m a good listener.	This is my office.
965  common_voice_sv-SE_18852874	What a fortune that you’re good friends with a kind like that.	We can stop the bombs from exploding.
732  common_voice_sv-SE_19475985	He has made his decision.	Have you lost your mind?
817  common_voice_sv-SE_19575628	She is not here anymore.	Can you hold here?
754  common_voice_sv-SE_19476010	That doesn’t apply to the Chinese!	He was sitting down below.
730  common_voice_sv-SE_19475983	Happy birthday.	You have to come with us.
1345  common_voice_sv-SE_20021080	She’s a lawyer.	Have you lost your mind?
1515  common_voice_sv-SE_18847714	Can’t you give him yours?	I know you were going to say that.
1216  common_voice_sv-SE_18770432	I’ll fetch him immediately.	You can die for it.
988  common_voice_sv-SE_18852949	You are so unclear.	When did you leave?
468  common_voice_sv-SE_18855103	We’re not interested in that.	They will love the massage.
1447  common_voice_sv-SE_20021776	I know what you do!	I’m here to serve you.
1342  common_voice_sv-SE_20021056	Are you feeling okay?	I’m here to serve you.
1222  common_voice_sv-SE_18770438	We should talk to him.	Do not leave us in the dark.
857  common_voice_sv-SE_19790574	I love you too.	This is my office.
1139  common_voice_sv-SE_18746545	You can do whatever you want.	You can die for it.
1466  common_voice_sv-SE_18847632	In a couple of days, I promise.	Oh no, they are already here.
923  common_voice_sv-SE_19932390	Listen to me.	Did you hear that?
1161  common_voice_sv-SE_18780620	I hurt myself.	You can die for it.
1169  common_voice_sv-SE_18780636	He is to pay.	Does it look like me.
702  common_voice_sv-SE_19758215	I never said I believe that.	Now I am here again.
1307  common_voice_sv-SE_18775039	Are you still talking?	Maybe we should redeem it.
1254  common_voice_sv-SE_18774969	You are a beautiful woman!	She is actually my wife.
1472  common_voice_sv-SE_18847638	Who is ever happy?	She is actually my wife.
1497  common_voice_sv-SE_18847663	Answer he phone, Peter!	Shall we eat the frame later?
648  common_voice_sv-SE_18754024	Which switch is it?	My name is Sara.
1210  common_voice_sv-SE_18770426	Lets get out of here.	You can die for it.
72  common_voice_sv-SE_19380485	I want to buy back in.	Have you looked in the closet?
1232  common_voice_sv-SE_18770449	Without the three of us.	Not that you would turn on.
1568  common_voice_sv-SE_18858237	We are leaving for the moon then.	We’re in the middle of the game.
1313  common_voice_sv-SE_18775045	They would really like to hang out with you a bit.	No, I just walked in here.
1554  common_voice_sv-SE_18851028	Then I’ll go somewhere else.	It has to be for his brother.
447  common_voice_sv-SE_18763659	It’s a test.	Don’t fight it.
740  common_voice_sv-SE_19475993	Damn!	Let’s sleep now.
1588  common_voice_sv-SE_18858795	Do you prefer Asia?	Don’t make it up.
1557  common_voice_sv-SE_18858221	I’m nothing more than wise and reasonable.	I don’t know why you care.
557  common_voice_sv-SE_19307807	You don’t think I’ll pay you?	Do you have a solid line?
972  common_voice_sv-SE_18852917	Just look at me.	But not us.
1408  common_voice_sv-SE_20021463	I’m not feeling well.	Go to hell.
559  common_voice_sv-SE_19307819	Your carpet.	Do you find it?
1003  common_voice_sv-SE_18853086	Though I am not one of them.	You don’t need to insist.
989  common_voice_sv-SE_18853065	Then I will have to be selfish.	Have you lost your mind?
1401  common_voice_sv-SE_20021451	I am asking for a lot.	Go to bed now.
357  common_voice_sv-SE_18856712	I would not say no to that.	Go to your mother.
143  common_voice_sv-SE_19469913	Breathe, girl!	Do you have a solid line?
970  common_voice_sv-SE_18852915	It’s the right clothes.	Do you have a solid line?
348  common_voice_sv-SE_19700051	I counted on it.	What should I take back?
1365  common_voice_sv-SE_20021296	I can.	It was a quick decision.
1379  common_voice_sv-SE_20021364	I’ve had enough.	You want to try it out?
50  common_voice_sv-SE_18748644	No, I’m not done!	Do you want to see thing?
34  common_voice_sv-SE_19878005	Why is it fun for him?	What do you know about women?
212  common_voice_sv-SE_18748675	I can't believe you did that.	Do you think I do that?
875  common_voice_sv-SE_19845649	We’re in a hurry, officer.	Can you get the phone out for me?
1444  common_voice_sv-SE_20021770	Take your time.	Do you like that?
707  common_voice_sv-SE_19758224	What we have done.	Let the chief speak.
878  common_voice_sv-SE_19845652	That is not my wife.	Maybe she did.
1027  common_voice_sv-SE_18858701	I piss on you.	You will soon find out about it.
1322  common_voice_sv-SE_18775055	Listen to the chief.	What do you know?
525  common_voice_sv-SE_18852904	It’s not over yet!	Have you lost your mind?
1012  common_voice_sv-SE_18854185	Vincent is my best friend.	I don’t know what he’s doing.
1572  common_voice_sv-SE_18858769	But they travel to the galaxy instead.	I guess she made that decision.
1061  common_voice_sv-SE_18858754	Can I hang my things here?	Your tuition fee is still not paid.
1045  common_voice_sv-SE_18858726	You have a point.	We need to get a hold of a lot of mone!
1280  common_voice_sv-SE_18775012	I’ll knock you out.	Do you have a solid line?
1192  common_voice_sv-SE_18780676	Ask me where I am going!	Do you have a solid line?
418  common_voice_sv-SE_18762821	I will be funnier.	What is this madness?
902  common_voice_sv-SE_19589179	And he pissed on it.	Should I steer it?
1279  common_voice_sv-SE_18775011	He is an old friend	Do not leave us in the dark.
1129  common_voice_sv-SE_18746512	It’s the best way.	You know, they have names.
49  common_voice_sv-SE_18748643	But that is good.	How did you feel today?
1425  common_voice_sv-SE_20021617	Are you ready?	Go to hell.
1083  common_voice_sv-SE_18858801	So he couldn’t make it.	Can I get weapons?
1327  common_voice_sv-SE_18775060	And send it.	Have you lost your mind?
1080  common_voice_sv-SE_18858797	Don’t let him win.	It is strange, because in the end.
569  common_voice_sv-SE_19307834	Where are we going?	Look at the seams.
691  common_voice_sv-SE_19758154	Nothing wrong with trying.	I know as much as you.
1262  common_voice_sv-SE_18774994	Yes they are.	Yes, I think it loosened.
798  common_voice_sv-SE_19624029	Of course.	Stop talking about.
1013  common_voice_sv-SE_18854186	A pleasure meeting you.	You can die for it.
899  common_voice_sv-SE_19589176	Do you have any vodka?	It’s not a problem.
208  common_voice_sv-SE_18711924	Do not touch me.	Go to hell.
48  common_voice_sv-SE_18748642	It is mean.	She got me a temp as paper salesman.
592  common_voice_sv-SE_19354324	She and I will go to eat.	We can’t risk here.
1371  common_voice_sv-SE_20021335	Good to see you.	It’s not what you think.
176  common_voice_sv-SE_18748655	He says something.	Let’s get started.
756  common_voice_sv-SE_19476012	I mean your mother, ma'am.	Have you lost your mind?
1288  common_voice_sv-SE_18775020	It’s his blood.	Can you move the bag?
1249  common_voice_sv-SE_18770488	On one condition.	Because I insulted your friend?
1298  common_voice_sv-SE_18775030	We won’t talk about that.	Maybe we should redeem it.
1242  common_voice_sv-SE_18770475	It doesn’t look good.	He was not necessary any longer.
873  common_voice_sv-SE_19795637	You have the responsibility.	Let’s take a look.
823  common_voice_sv-SE_19575639	I want to speak to Thomas.	Don’t even think of show?
452  common_voice_sv-SE_18855082	We have said so.	You know, they have names.
678  common_voice_sv-SE_19758102	Yes, fuck!	No, I want to go.
1132  common_voice_sv-SE_18746531	You promise?	He doesn’t know.
865  common_voice_sv-SE_19795629	We have to do it.	Do you even think so?
743  common_voice_sv-SE_19475997	I can be disgusting.	Have you lost your mind?
1168  common_voice_sv-SE_18780635	Return to London?	You can die for it.
498  common_voice_sv-SE_18716990	I can not take it anymore.	Why do you think it’s burning?
2  common_voice_sv-SE_20160056	Can you babysit?	Do you have a solid line?
510  common_voice_sv-SE_18717014	I’ll pass.	What do you mean by?
1584  common_voice_sv-SE_18858786	You needed to invest that time a long time ago.	When I come downstairs it will be cleaned here.
296  common_voice_sv-SE_19797186	Come on, let’s hug.	The government who beat our chief?
1566  common_voice_sv-SE_18858235	It’s only more crap from the tobacco farm.	Your butler will show you the way from now on.
883  common_voice_sv-SE_19845657	You seem to have the upper hand.	That is my office.
1180  common_voice_sv-SE_18780655	It’s not happening.	You know she drugged me.
1324  common_voice_sv-SE_18775057	Take us there.	Can you hold here?
677  common_voice_sv-SE_19758101	He needs me for something.	For your sake.
1494  common_voice_sv-SE_18847660	My name is Harry, by the way.	I don’t want that!
219  common_voice_sv-SE_18853005	Make or break.	You don’t need to insist.
1050  common_voice_sv-SE_18858731	We’ll stay at the hotel.	No, I just walked in here.
605  common_voice_sv-SE_19354341	Fuck!	No, I’m just happy.
