id	target_txt	prediction
2292  ch_lu_2714.wav	wir werden wahrscheinlich alle unbeholfen sein	wir werden wahrscheinlich alle unbeholfen sein
1168  ch_zh_1684.wav	werden die rennen im tv gezeigt	werden die rennen im tv gezeigt
136  ch_vs_2641.wav	du magst ihn und das spürt er	du magst ihn und das spürt er
1003  ch_zh_0987.wav	beliebtes ziel ist der stockberg	beliebtes ziel ist der stockberg
2311  ch_lu_2716.wav	der asphalt war hart und uneben	der asphalt war hart und uneben
964  ch_zh_3685.wav	der unfall verursachte zwei tote	der unfall verursachte zwei tote
2200  ch_lu_1768.wav	du schmeisst mir doch nicht die tür zu oder	du schmeisst mir doch nicht die tür zu oder
1435  ch_sg_2711.wav	sie ist schon vor langer zeit umgezogen	sie ist schon vor langer zeit umgezogen
2082  ch_lu_0528.wav	das zeigte sich am dienstagabend	das zeigte sich am dienstagabend
2274  ch_lu_1625.wav	wer gewinnt wmgold	wer gewinnt wmgold
2107  ch_lu_2302.wav	dann drehe sich für ihn die zeit zurück	dann drehe sich für ihn die zeit zurück
2014  ch_bs_0233.wav	am montag trüb und nass	am montag trüb und nass
1802  ch_bs_2437.wav	sie naschte von den pralinen	sie naschte von den pralinen
1537  ch_ag_2389.wav	ja ich glaube jetzt habe ich das verstanden	ja ich glaube jetzt habe ich das verstanden
617  ch_gr_1695.wav	sie sind sicher gut vorbereitet	sie sind sicher gut vorbereitet
1134  ch_zh_0766.wav	torf wird aus hochmooren gewonnen	torf wird aus hochmooren gewonnen
2236  ch_lu_2271.wav	ich wringe meine nasse kleidung aus	ich wringe meine nasse kleidung aus
172  ch_vs_1228.wav	der april macht wieder mal was er will	der april macht wieder mal was er will
376  ch_be_1784.wav	ich gewinne sonst nie	ich gewinne sonst nie
715  ch_gr_2600.wav	john hatte sich wieder erholt	john hatte sich wieder erholt
1042  ch_zh_1695.wav	sie sind sicher gut vorbereitet	sie sind sicher gut vorbereitet
130  ch_vs_2668.wav	dann stürzt du dich von einem kliff	dann stürzt du dich von einem kliff
265  ch_vs_0655.wav	sofort sah er das rotkäppchen	soft sah er das rotkäppchen
1235  ch_sg_0074.wav	vor allem du siehst dich ein bisschen um	vor allem du siehst dich ein bisschen um
2089  ch_lu_2667.wav	deshalb stürze ich auch hin und wieder ab	deshalb stürze ich auch hin und wieder ab
160  ch_vs_2523.wav	ich schaue mir das im auto an	ich schaue mir das auto an
1553  ch_ag_1695.wav	sie sind sicher gut vorbereitet	sie sind sicher gut vorbereitet
322  ch_be_2674.wav	ich bin froh dass ich nicht mehr tanze	ich bin froh dass ich nicht mehr tanze
122  ch_vs_2330.wav	der plan wurde fallengelassen	der plan hat mich unterstützt
845  ch_zh_1720.wav	endlich wendete sich das schicksal	endlich wendete sich das schicksal
404  ch_be_2677.wav	in den strassen wurde getanzt	in den strassen wurde getanzt
1143  ch_zh_0983.wav	eine antwort wurde nicht bekannt	eine antwort wurde nicht bekannt
1015  ch_zh_1468.wav	weshalb haben sie eigentlich deutschland im auge	weshalb haben sie eigentlich deutschland im auge
2201  ch_lu_2261.wav	du malst das ja sehr bunt aus	du malst das ja sehr bunt aus
2016  ch_bs_0227.wav	es gleitet mir gerade aus der hand	es gleitet mir gerade aus der hand
1517  ch_ag_0171.wav	jetzt hab ich dich du alter sünder	jetzt hab ich dich du alter sünder
2128  ch_lu_1555.wav	das problem sind nicht die kantonsgrenzen	das problem sind nicht die kantonsgrenzen
147  ch_vs_0254.wav	diese benötigen viel strom	diese benötigen viel strom
1865  ch_bs_0633.wav	gut dachte sich der wolf	gut dachte sich der wolf
891  ch_zh_2638.wav	weil ich deine fantasien spüre	weil ich deine fantasien spüre
1493  ch_sg_1810.wav	am samstag ist es oft sonnig	am samstag ist es oft sonnig
221  ch_vs_2645.wav	ich stehle ihn aus der vorratskammer	ich stehle ihn aus der vorratskammer
705  ch_gr_2638.wav	weil ich deine fantasien spüre	weil ich deine fantasien spüre
1704  ch_ag_2364.wav	der maulwurf gräbt sich durch die erde	der maulwurf gräbt sich durch die erde
880  ch_zh_2611.wav	sie hatte auf der kellertreppe gesessen	sie hatte auf der kellertreppe gesessen
1326  ch_sg_1180.wav	ich wünsche ihnen einen schönen abend	ich wünsche ihnen einen schönen abend
121  ch_vs_0241.wav	am donnerstag einzelne regenschauer	am donnerstag einzelne regenschauer
1793  ch_bs_1062.wav	ich sollte immer auf ihn aufpassen	ich sollte immer auf ihn aufpassen
1753  ch_ag_2549.wav	sie mussten ihn auf eine lichtung geschleppt haben	sie mussten ihn auf eine lichtung geschleppt haben
1404  ch_sg_0072.wav	er sieht sie erstaunt an	er sieht sie erstaunt an
1700  ch_ag_0229.wav	ich sage du wirst für sie gekehrt haben	ich sage du wirst für sie gekehrt habe
868  ch_zh_1668.wav	und wie stoppt man ronaldo	und wie stoppt man ronaldo
1510  ch_ag_2570.wav	schrumpfst du zu einem kleinen käfer zusammen	schrumpfst du zu einem kleinen käfer zusammen
1935  ch_bs_2582.wav	miteinander geschwatzt haben wir	miteinander geschwatzt haben wir
1044  ch_zh_4114.wav	ein raunen ging durch die menge'	ein raunen ging durch die menge
215  ch_vs_2686.wav	sie hat es gut getroffen	sie hat es gut getroffen
49  ch_vs_2642.wav	sie spürt was du spürst	sie spürt was du spürst
1116  ch_zh_3079.wav	wie schätzen sie das niveau bislang ein	wie schätzen sie das niveau bislang ein
8  ch_vs_0120.wav	das sind unterschiede	das sind unterschiede
2244  ch_lu_1142.wav	sonst ist es dann morgen wieder trocken	sonst ist es dann morgen wieder trocken
1717  ch_ag_1687.wav	und jetzt stopft er sich mit fleisch voll	und jetzt stopft er sich mit fleisch voll
946  ch_zh_2955.wav	immer wieder werden hier tiere überfahren	immer wieder werden hier tiere überfahren
960  ch_zh_0171.wav	jetzt hab ich dich du alter sünder	jetzt hab ich dich du alter sünder
1470  ch_sg_2670.wav	mutter war zu boden gestürzt	mutter war zu boden gestürzt
405  ch_be_0074.wav	vor allem du siehst dich ein bisschen um	vor allem du siehst dich ein bisschen um
298  ch_be_1142.wav	sonst ist es dann morgen wieder trocken	sonst ist es dann morgen wieder trocken
1996  ch_bs_0781.wav	das schutzblech ist abgefallen	das schutzblech ist abgefallen
1716  ch_ag_1877.wav	prognose für in den bissen	prognose für in den bissen
750  ch_gr_2749.wav	ja sie hatten alle verstanden	ja sie hatten alle verstanden
1561  ch_ag_1468.wav	weshalb haben sie eigentlich deutschland im auge	weshalb haben sie eigentlich deutschland im auge
2281  ch_lu_2270.wav	ich wringe eure kleidungsstücke nicht aus	ich wringe eure kleidungsstücke nicht aus
1752  ch_ag_1726.wav	wir haben ihn in den turm geworfen	wir haben ihn in den turm geworfen
2077  ch_lu_2471.wav	kann es sein das ich ranzig rieche	kann es sein das ich ranzig rieche
200  ch_vs_1774.wav	er ass den kuchen selbst auf	er ass den kuchen selbst auf
423  ch_be_1785.wav	du wirst gewinnen das weiss ich	du wirst gewinnen das weiss ich
1341  ch_sg_1745.wav	ich zanke gerne mit dir rum	ich zanke gerne mit dir rum
501  ch_be_2464.wav	er prahlte nicht gern damit	er prahlte ihm gern damit
1620  ch_ag_1668.wav	und wie stoppt man ronaldo	und wie stoppt man ronaldo
1906  ch_bs_0784.wav	übernachten auf dem biohof	übernachten auf dem biohof
264  ch_vs_2724.wav	ihm war unterdessen eine idee gekommen	ihm war unterdessen eine idee gekommen
1612  ch_ag_2611.wav	sie hatte auf der kellertreppe gesessen	sie hatte auf der kellertreppe gesessen
527  ch_be_2710.wav	ich habe gehört das du hier her umziehst	ich habe gehört das du hier her umziehst
1604  ch_ag_1536.wav	die bauern fühlen sich brüskiert	die bauern fühlen sich brüskiert
1203  ch_zh_0820.wav	die person wurde behandelt	die person wurde behandelt
443  ch_be_2713.wav	ich bin gerade wirklich unbeholfen	ich bin gerade wirklich unbeholfen
967  ch_zh_1723.wav	er warf die flasche zur seite	er warf die flasche zur seite
531  ch_be_2738.wav	er verschmutzt die taschentücher	er verschmutzt die hasentaschen
1933  ch_bs_0381.wav	zwei jugendliche finden ihn	zwei jugendliche finden ihn
1830  ch_bs_2634.wav	ich spucke dir ins gesicht	ich spucke dir ins gesicht
1106  ch_zh_1726.wav	wir haben ihn in den turm geworfen	wir haben ihn in den turm geworfen
826  ch_zh_3447.wav	das geschieht mehr schlecht als recht	das passiert mehr schlecht als recht
1639  ch_ag_2638.wav	weil ich deine fantasien spüre	weil ich deine fantasien spüre
2214  ch_lu_2711.wav	sie ist schon vor langer zeit umgezogen	sie ist schon vor langer zeit umgezogen
493  ch_be_2666.wav	stell dir vor ich stürze	stell dir vor ich stürze
1663  ch_ag_2214.wav	seither hat sie stark abgenommen	seither hat sie stark abgenommen
855  ch_zh_1697.wav	du bereitest ein bad für ihn vor	du bereitest ein bad für ihn vor
2148  ch_lu_1782.wav	wir haben gekochte kartoffeln gemacht	wir haben gekochte kartoffeln gemacht
2289  ch_lu_1786.wav	er hatte damals deutlich gewonnen	er hatte damals deutlich gewonnen
2278  ch_lu_1180.wav	ich wünsche ihnen einen schönen abend	ich wünsche ihnen einen schönen abend
2321  ch_lu_2272.wav	tom wrang das tuch aus	tom wrang das tuch aus
1583  ch_ag_2565.wav	und sein inneres schreit nach blut	und sein inneres schreit nach blut
787  ch_gr_2615.wav	er sitzt an einem computer	er sitzt an einem computer
1514  ch_ag_1723.wav	er warf die flasche zur seite	er warf die flasche zur seite
788  ch_gr_0957.wav	mannschaft integriert	mannschaft integriert
126  ch_vs_0916.wav	die wall street steht unter feuer	die wall street steht unter vier
1754  ch_ag_2561.wav	eine alte frau schrie auf	eine alte frau schrie auf
2127  ch_lu_1541.wav	aber es gehe auch um medizin	aber es gehe auch um medizin
1542  ch_ag_0575.wav	neue werden kaum noch geschlossen	neue werden kaum noch geschlossen
2057  ch_lu_2713.wav	ich bin gerade wirklich unbeholfen	ich hab keinen stein geworfen
344  ch_be_1745.wav	ich zanke gerne mit dir rum	ich zanke gerne mit dir rum
2145  ch_lu_2738.wav	er verschmutzt die taschentücher	er verschmutzt die taschentücher
1102  ch_zh_2561.wav	eine alte frau schrie auf	eine alte frau schrie auf
935  ch_zh_1523.wav	allerdings ist sie nicht selbstverständlich	aber sie ist nicht selbstverständlich
2141  ch_lu_2704.wav	er hat mich um diesen gefallen gebeten	er hat mich um diesen gefallen gebeten
1539  ch_ag_2410.wav	es fängt langsam an zu regnen	es fängt langsam an zu regnen
979  ch_zh_1694.wav	er hatte sich gut vorbereitet	er hatte sich gut vorbereitet
174  ch_vs_2709.wav	ich ziehe gerade ins alte haus um	ich ziehe gerade ins alte haus um
1636  ch_ag_1696.wav	ich bereite den verband vor	ich bereite den verband vor
1221  ch_zh_1527.wav	aber alle haben dieselben sorgen	aber alle haben dieselben sorgen
165  ch_vs_1770.wav	es ist mir aus der hand entglitten	es ist mir aus der hand entglitten
2129  ch_lu_2712.wav	sie sah sehr unbeholfen aus	sie sah sehr unbeholfen aus
489  ch_be_2672.wav	aber nach was hat sie gesucht	aber nach was hat sie gesucht
1312  ch_sg_2689.wav	ich trinke einen schluck bier	ich trinke einen schluck bier
1429  ch_sg_1595.wav	news aus dem eishockey	news aus dem eishockey
2316  ch_lu_0459.wav	die fransen sind schwärzlich grau	die fransen sind schwärzlich grau
1219  ch_zh_2748.wav	nur verstand sie nicht warum	nur verstand sie nicht warum
2133  ch_lu_2706.wav	du hast sie gebeten das zu tun	du hast sie gebeten das zu tun
713  ch_gr_2614.wav	da drin sitzt noch jemand	da drin sitzt noch jemand
1508  ch_ag_2564.wav	sie zielt auf ihn und schreit	sie zielt auf ihn und schrei
2260  ch_lu_0063.wav	das auto rast durch die nacht	das auto rast durch die nacht
485  ch_be_2699.wav	ich umarme dich fest	ich umarme dich fest
2116  ch_lu_2538.wav	sonst schlafe ich am nachmittag ein	sonst schlafe ich am nachmittag ein
336  ch_be_1625.wav	wer gewinnt wmgold	wer gewinnt wmgold
915  ch_zh_2572.wav	nicht wenn ich sie vorher schubse	nicht wenn ich sie vorher schubse
507  ch_be_2538.wav	sonst schlafe ich am nachmittag ein	sonst schlafe ich am nachmittag ein
1351  ch_sg_2700.wav	du umarmst mich fest	du umarmst mich fest
1309  ch_sg_0061.wav	also habe ich gepfuscht	also habe ich gepfuscht
2172  ch_lu_2670.wav	mutter war zu boden gestürzt	mutter war zu boden gestürzt
991  ch_zh_2410.wav	es fängt langsam an zu regnen	es fängt langsam an regnen
1923  ch_bs_0587.wav	wie gehen sie damit um	wie gehen sie damit um
1012  ch_zh_2613.wav	jetzt sitze ich zum letzten mal	jetzt sitze ich zum letzten mal
106  ch_vs_1017.wav	jänner im amt war	jänner im amt war
1670  ch_ag_1725.wav	ich hab keinen stein geworfen	ich hab keinen stein geworfen
2307  ch_lu_2702.wav	wir umarmen uns fest	wir umarmen uns fest
2286  ch_lu_1745.wav	ich zanke gerne mit dir rum	ich zanke gerne mit dir rum
969  ch_zh_1051.wav	er möchte sich die welt anschauen	er möchte sich die welt anschauen
1922  ch_bs_1699.wav	ich warte vor dem tor	ich warte vor dem tor
1733  ch_ag_1532.wav	schon lieber im hintergrund	schon lieber im hintergrund
2229  ch_lu_1787.wav	ich gewinne dieses spiel gerade	ich gewinne dieses spiel gerade
60  ch_vs_2440.wav	und du hast mich geneckt	und du hast mich geneckt
2216  ch_lu_1595.wav	news aus dem eishockey	news aus dem eishockey
913  ch_zh_1696.wav	ich bereite den verband vor	ich bereite den verband vor
2184  ch_lu_0072.wav	er sieht sie erstaunt an	er sieht sie erstaunt an
1681  ch_ag_1255.wav	wer ist jon snow	wer ist jon snow
2151  ch_lu_2274.wav	er wringt nichts aus	er wringt nichts aus
747  ch_gr_1255.wav	wer ist jon snow	wer ist jon snow
1718  ch_ag_2615.wav	er sitzt an einem computer	er sitzt an einem computer
1290  ch_sg_1784.wav	ich gewinne sonst nie	ich gewinne sonst nie
1375  ch_sg_1787.wav	ich gewinne dieses spiel gerade	ich gewinne dieses spiel gerade
1656  ch_ag_0198.wav	er war geh	er war geh
1263  ch_sg_2703.wav	sie hatten sich umarmt	sie hatten sich umarmt
2190  ch_lu_2315.wav	er hat sie erschreckt	er hat sie erschreckt
1697  ch_ag_1692.wav	ich bin von oben rein gekommen	ich bin von oben rein gekommen
2101  ch_lu_2699.wav	ich umarme dich fest	ich umarme dich fest
241  ch_vs_2334.wav	wir haben die tüten festgehalten	wir haben die tüten festgehalten
2322  ch_lu_1196.wav	der sommer bleibt heiss	der sommer bleibt heiss
1147  ch_zh_2616.wav	und doch sitzt du jetzt hier	und doch sitzt du jetzt von
2313  ch_lu_1784.wav	ich gewinne sonst nie	ich gewinne sonst nie
1481  ch_sg_2699.wav	ich umarme dich fest	ich umarme dich fest
2181  ch_lu_2671.wav	was suchst du denn hier	was suchst du denn hier
2097  ch_lu_0071.wav	ich sehe ihn mir an	ich sehe ihn mir an
1218  ch_zh_1255.wav	wer ist jon snow	wer ist jon snow
1801  ch_bs_0234.wav	starker föhn	starker föhn
1775  ch_ag_1478.wav	alle wissen es	alle wissen es
1113  ch_zh_1691.wav	er kommt von oben rein	er kommt von oben rein
1157  ch_zh_0559.wav	ich bin happy hier	ich bin happy hier
796  ch_gr_1478.wav	alle wissen es	alle wissen es
261  ch_vs_0899.wav	was ist fake	was ist fake
872  ch_zh_3282.wav	will man sie nicht mehr	wilkommen beim meteo
1596  ch_ag_1734.wav	aber er hatte nicht widersprochen als sie sich geweigert hatte	aber er hatte nicht widersprochen als sie sich geweigert hatte
388  ch_be_1814.wav	tiefstwerte um neun grad	tiefstwerte um neun grad
616  ch_gr_1681.wav	und doch rugby wird immer populärer	und doch rugby wird immer populärer
653  ch_gr_1734.wav	aber er hatte nicht widersprochen als sie sich geweigert hatte	aber er hatte nicht widersprochen als sie sich geweigert hatte
545  ch_be_1782.wav	wir haben gekochte kartoffeln gemacht	wir haben gekochte kartoffeln gemalt
1347  ch_sg_2714.wav	wir werden wahrscheinlich alle unbeholfen sein	wir werden wahrscheinlich alle unbeholfen sein
1580  ch_ag_0366.wav	das werk lässt sich in die kategorie seinen einordnen	das werk lässt sich in die kategorie seinen einordnen
1905  ch_bs_0009.wav	damit ist sie auch für viele bürgerliche wählbar	damit ist sie auch für viele bürgerliche wählbar
260  ch_vs_1577.wav	hier befinden sich auch nationalparks	hier befinden sich auch nationalparks
646  ch_gr_2375.wav	ich stelle diese geräte her und verkaufe sie	ich stelle diese geräte her und verkaufe sie
1167  ch_zh_3078.wav	besonders darf man auf den auftritt von trump gespannt sein	besonders darf man auf den auftritt von trump gespannt sein
171  ch_vs_0650.wav	wie die alte frau schnarcht dachte er	wie die alte frau schnarcht dachte er
590  ch_gr_0602.wav	das gespräch führte michael sahli	das gespräch führte michael sahli
982  ch_zh_1870.wav	am dienstag sonnige abschnitte und schneeschauer	am dienstag sonnige abschnitte und schneeschauer
565  ch_gr_0213.wav	es brauche mehr stellen für athletinnnen und athleten	es brauche mehr stellen für athletinnnen und athleten
641  ch_gr_0589.wav	doch abgeschlossen sind die beratungen damit noch lange nicht	doch abgeschlossen sind die beratungen damit noch lange nicht
1806  ch_bs_1116.wav	die kinder bereuen daraufhin ihr verhalten	die kinder bereuen daraufhin ihr verhalten
1981  ch_bs_0554.wav	auch ich konnte diesem im parlament zustimmen	auch ich konnte diesem im parlament zustimmen
1123  ch_zh_2429.wav	laycock war nicht in der kutsche mitgefahren	laycock war nicht in der kutsche mitgefahren
996  ch_zh_0788.wav	auch bio kommt nicht ganz ohne pestizide aus	auch bio kommt nicht ganz ohne pestizide aus
724  ch_gr_2370.wav	sie arbeitet sehr hart für ihr täglich brot	sie arbeitet sehr hart für ihr täglich brot
1625  ch_ag_0238.wav	am montag sonne aber auch etwas nebel	am montag sonne aber auch etwas nebel
849  ch_zh_2567.wav	infolgedessen schrumpft das grasland vor ihren augen	infolgedessen schrumpft das grasland vor ihren augen
1958  ch_bs_2747.wav	ching ping verstand jedes wort	ching ping verstand jedes wort
1518  ch_ag_0617.wav	der vorsprung auf das absolute mehr ist denn auch äusserst knapp	der vorsprung auf das absolute mehr ist denn auch äusserst knapp
577  ch_gr_2564.wav	sie zielt auf ihn und schreit	sie zielt auf ihn und schreit
900  ch_zh_3718.wav	strategische elemente gelten als unwichtig	strategische elemente gelten als unwichtig
1908  ch_bs_0960.wav	in einer weiteren ehe hatte sie noch eine tochter	in einer weiteren ehe hatte sie noch eine tochter
1917  ch_bs_0020.wav	am sonntag und am montag teilweise sonnig	am sonntag und am montag teilweise sonnig
948  ch_zh_1290.wav	der unescoausschuss tagt noch bis zum samstag	der unescoausschuss tagt noch bis zum samstag
1618  ch_ag_0589.wav	doch abgeschlossen sind die beratungen damit noch lange nicht	doch abgeschlossen sind die beratungen damit noch lange nicht
642  ch_gr_1873.wav	zeitweise hat es dichtere schleierwolken	zeitweise hat es dichtere schleierwolken
2109  ch_lu_2470.wav	er fuhr nicht mehr rad weil sein popo weh tat	er fuhr nicht mehr rad weil sein popo weh tat
1903  ch_bs_1465.wav	und auch immer verlinkt mit weiteren themen	und auch immer verlinkt mit weiteren themen
1424  ch_sg_2275.wav	sie zieht ihrem baby gerade die kleider aus	sie zieht ihrem baby gerade die kleider aus
1931  ch_bs_2435.wav	hab auch an einem sahnetöpfchen genascht meister	hab auch an einem sahnetöpfchen genascht meister
1598  ch_ag_0833.wav	da vinci formte daraus etwas neues	da vinci formte daraus etwas neues
1287  ch_sg_2272.wav	tom wrang das tuch aus	tom wrang das tuch aus
863  ch_zh_0562.wav	susanne brunner die reaktionen sind gemischt	susanne brunner die reaktionen sind misch
1584  ch_ag_1087.wav	im frühjahr wächst am hang des berges bärlauch	im frühjahr wächst am hang des berges bärlauch
142  ch_vs_0718.wav	aber bauern sind nicht naturgärtner	aber bauern sind nicht naturgärtner
895  ch_zh_3283.wav	zudem gab es viele personelle wechsel	zudem gab es viele personelle wechsel
459  ch_be_1756.wav	es zerriss ihm das herz	es zerriss ihm das herz
1648  ch_ag_1494.wav	das gehöre zu einer glaubwürdigen klimapolitik	das gehöre zu einer glaubwürdigen klimapolitik
1345  ch_sg_1584.wav	es ist bereits der dritte in dieser brandsaison	es ist bereits der dritte dieser brandsaison
827  ch_zh_1250.wav	dereinst soll ein mehrgenerationenhaus entstehen	dereinst soll ein mehrgenerationenhaus entstehen
191  ch_vs_1204.wav	zwichendurch kann es auch trockene abschnitte geben	zwichendurch kann es auch trockene abschnitte geben
1029  ch_zh_2377.wav	nach dem her heruntergefallen ist hat er sich das bein gebrochen	nach dem her heruntergefallen ist hat er sich das bein gebrochen
663  ch_gr_1250.wav	dereinst soll ein mehrgenerationenhaus entstehen	dereinst soll ein mehrgenerationenhaus entstehen
603  ch_gr_1722.wav	eddie warf ihm sein zippo zu	eddie warf ihm sein zippo zu
2271  ch_lu_2310.wav	gleichzeitig hat man die sorgen der bürger ernst genommen	gleichzeitig hat man die sorgen der bürger ernst genommen
1884  ch_bs_2597.wav	und da gehe ich immer aus und betrinke mich	und da gehe ich immer vor aus und betrinke mich
1690  ch_ag_2628.wav	ich spare zeit erwiderte franz ruhig	ich spare zeit erwiderte franz ruhig
1041  ch_zh_1681.wav	und doch rugby wird immer populärer	und doch rugby wird immer populärer
2303  ch_lu_0129.wav	nach einer halben stunde war die feuerspritze defekt	nach einer halben stunde war die feuerspritze defekt
1513  ch_ag_2558.wav	er arbeitet schnell also wird er morgen bestimmt fertig sein	er arbeitet schnell also wird er morgen bestimmt fertig sein
783  ch_gr_2601.wav	ich wohne in einem kleinen hotel und erhole mich	ich wohne in einem kleinen hotel und erhole mich
236  ch_vs_2308.wav	im winter läuft man auf dem see eis	im winter läuft man auf dem see eis
1677  ch_ag_0822.wav	der dreiunddreissig jährige schwebt nicht mehr in lebensgefahr	der dreiunddreissig jährige schwebt nicht mehr in lebensgefahr
2064  ch_lu_1781.wav	du kehrst nie und auch sonst übernimmst du nichts im haus	du kehrst nie und auch sonst übernimmst du nichts im haus
2108  ch_lu_0273.wav	sie ist meist bodenständig und zum teil deftig	sie ist meist bodenständig und zum teil deftig
