id	target_txt	prediction
839  a12bea42-ca79-442f-8fa1-62bcdcee2126.flac	und der betreffende war nicht kriminell	das war nicht kliminell
1263  b4103f68-06d0-44a4-b147-5470b2ac4beb.flac	wir tragen also wasser in die aare	wir tragen also wasserritare
780  18c78c30-3e8c-45c4-92d7-7d6d0df0795e.flac	das wäre ein komplett falsches signal	das wäre komplett falsch ein signal
2234  06bd0c7b-0f81-44f2-ad50-19bc7819afd5.flac	wir lehnen beide vorstösse ab	wir lehnen beide vorstösse ab
894  7467c876-872b-4fb7-894d-55dbf2603bdf.flac	sie gehen in die richtige richtung	sie gehen gegen die richtige richtung
2107  ff1da328-6849-4040-ad19-6b29df38acec.flac	es ist sogar noch trister	es ist sogar noch trister
1031  1982f5c9-9fd6-4ca9-9af2-e9c68ab532be.flac	darum machen wir jetzt endlich vorwärts	deshalb machen wir endlich vorwärts
1525  251d5b5b-9a34-4c3f-9d6d-6976752474fc.flac	das kann nicht zielführend sein	man kann nicht zielführend sein
2228  d5097e0d-1f96-4e80-a969-a78b903b07a7.flac	also die bdpfraktion lehnt dies ab	die bdpfraktion winscht dies ab
2230  2bfefff0-c1a8-4755-ab5f-6ce08c412bb9.flac	genauso ist es passiert	genauso wurde es geschehen
334  5a43e940-f669-4aec-b5b5-230e20c8f040.flac	ich komme zu den eingereichten anträgen	ich komme zu den eingereichten anträgen
2952  e95cca1f-2953-4f3c-bd41-b17b88cc4412.flac	die regierung zeigt dies eindrücklich auf	die regierung zeigt es indricklich auf
1132  59542f3a-b630-4a96-a868-f9cfcfe2cb46.flac	er muss das alles nicht versteuern	man muss das alles nicht versteuern
1656  16cdb7e4-f74d-46e0-887b-44ed7b67c908.flac	die fallzahlen blieben plusminus gleich	diese fallzahlen sind plusminusgleich
1545  0a96b1a5-0602-4e14-898a-5b17ac04e077.flac	es tut mir leid das ist halt einfach so	es tut mir leid das ist halt einfach so
468  981d2f61-05d5-442c-9c35-23dab92cac45.flac	zum punkt 2 wie die regierung	punkt 2 wie die regierung
1143  f9223d52-f3aa-4d46-8fe8-bf9cd569ac85.flac	beim schach ist es genau dasselbe	beim schachen ist es genau dasselbe
2466  05bf6cc8-0ada-4a23-b58a-3037cc5cdb74.flac	dies soll endlich angegangen werden	dass endlich angegangen wird
2812  0525b369-d265-4ad6-ad33-9bd40c0026ad.flac	ich komme zur wertung durch die svp	ich komme zur wertung der svp
167  11097aa6-7875-46f7-ba13-66db213e6b3b.flac	noch ein wort zum verursacherprinzip	noch ein wort zum verursacherprinzip
764  13ac68db-afe1-4ae5-ba35-5665832cd545.flac	es geht um eine standesinitiative	es geht um eine standesinitiative
183  bb58645a-0cf4-497c-8266-a25d8ce35fe2.flac	es gibt externe spezialisten	es gibt externe spezialisten
3120  f50ed0ae-65ae-4a14-b9b5-49d612f6a15d.flac	die fragen waren gut und klar gestellt	hausordnungfragen wurden klar gestellt
667  db82eda1-0a21-4983-8410-610e1998d8ae.flac	das gutachten ist schlüssig	das gutachten ist schlüssig
662  469d184c-4372-42e8-a5d8-61b4e5afa3e2.flac	um es anders auszudrücken	oder ist es anders auszudrücken
1015  cf7b74b4-7f97-48c6-a47b-43a350a14d41.flac	sie gab zu wenigen diskussionen anlass	es hat wenige diskussionen gegeben
2463  db8b5b2a-8b5a-4c26-b591-0bbcae196ce5.flac	das ist alles nicht so einfach	es ist also nicht ganz einfach
405  bede281e-1758-476c-a5d6-585ab7c9da9f.flac	aber es funktioniert	aber das funktioniert
137  d14f05d1-3a10-4ea3-86e8-3a6ad37c7690.flac	was ist gleichberechtigung	was ist gleichberechtigung
2569  a37e2418-9641-4298-b911-112817aac14f.flac	es geht um einen objektkredit 20202023	es geht um einen solchen überjektkredit
1376  3a604fa9-3e07-4ed0-af8b-903ee92e009a.flac	auch dies scheint mir sinnvoll zu sein	auch das scheint mir sinnvoll zu sein
2033  6e55c14e-7a21-40f3-94e2-e2fee3fb612d.flac	dies wurde jeweils abgelehnt	das wurde ja welches abgelehnt
1671  427e9f7d-19d7-4c74-a370-5659482ee914.flac	deshalb haben wir das auch eingebaut	darum haben wir das eigentlich auch eingebaut
973  2e97f741-48fb-4b48-805c-a2d58cc6b304.flac	folgende massnahmen sind vorgesehen	folgende massnahmen sind vorgesehen
3199  cd3f815b-7637-4110-a9fb-1a56dce48068.flac	der grund ist ganz einfach	der grund ist ganz einfach
2134  3060a667-38f8-454c-904c-5a0433161e0f.flac	kurz er soll besser sein	kurz er soll besser sein
1625  5754b1b0-aa7a-4552-9e0b-c4023150120b.flac	es wurde schon vieles erzählt	das wurde schon viel erzählt
968  2cafce17-520e-4f87-bdf7-53f26f166040.flac	jetzt liegt der vertrag vor	jetzt liegt der vertrag vor
287  a59a3b67-a49e-4754-a491-b82f5e0fb498.flac	das wasserbauprojekt liegt heute vor	das wasserbauprojekt liegt hier vor
996  ce9881f1-43a5-40bd-b2b3-c67ac3527e41.flac	köniz und bern sind vorreiter	in bern wurden hier vorweiter
1190  68d4d2b1-a69e-4a1b-a255-3fc98bd3422d.flac	pflegeheime sind nicht nur pflegeheime	wir sind heute nicht nur ein pflegeheim
1456  bdbf5133-77c6-4ee7-84da-a9d102d3cb74.flac	ich musste zuerst kontakt aufnehmen	sie müssen kontakt aufnehmen
1643  51d05d33-4b78-4b6b-9213-8b26c11ebc34.flac	sie schiesst über das ziel hinaus	sie schiesst über das ziel aus
2550  389448a3-5805-44ca-81f0-213c8d5e0dc5.flac	sie wird unterstützt von der unia	sie werden von der unia unterstützt
2538  76011490-7189-430d-940a-457117f23107.flac	die svp lehnt dies einstimmig ab	die svp lehnt dies einstimmig ab
281  32f427f6-9f18-41c8-8784-8e0df8c57feb.flac	die fdp stimmt dem bericht aber zu	die fdp stimmt dem bericht aber zu
1314  2169b5eb-4875-457f-bf49-107ff190c982.flac	daneben gibt es auch noch freifächer	und es gibt noch freifächer
1252  a7c45288-53c2-4fa5-a5a6-cca1306c08a3.flac	weitere fragen sind noch zu klären	weitere fragen sind noch zu klären
1672  a0c8f8ce-723c-4a25-86a2-ba653c1f07dd.flac	es ist verschiedentlich gesagt worden	es wurde verschiedentlich gesagt
1909  7c722e20-cb4b-4590-b4f1-5ee442931b69.flac	das fuder ist langsam überladen	gut er ist langsam überladen
1322  0d09d6c8-0441-4250-bb46-6957bb5edd69.flac	also tun sie das doch bitte auch	so machen sie es doch bitte an
1658  9220bfe0-54b6-4671-9bb5-9f4f5f81ee74.flac	es sei doch eine friedliche demo	es handelt sich um eine friedliche demo
2263  1c2e4e5c-6c50-49ea-b427-de23c3242596.flac	ein skontoabzug hilft nichts	als konto das hälft nichts
2109  b720821c-a1c0-4949-972d-fe025daf90ac.flac	ich denke wir sind geteilter meinung	ich denke wir sind geteilter nicht
1513  254e0704-9c1f-499f-9d43-c72fd7797790.flac	sie ist auch ein wirtschaftsfaktor	es ist ein wirtschaftsfaktor
1142  c1e65a2c-f091-429b-a935-ec7c89b01e75.flac	es hat zu wenig fleisch am knochen	es ist zu wenig fleise auf knochen
1458  e3f9c43f-771b-48d2-b7d1-5594186a6caf.flac	für uns ist es transparent	für uns ist dies transparent
2477  d879d770-9a2f-45fc-ac6e-e5a76ce06839.flac	dies ist auch unter männern so	das ist auch untermänner so
265  d42123c5-418f-40b4-9dab-027765431ffe.flac	werden nur die mädchen benachteiligt	nur mädchenbenachteiligung
1917  d5c16201-7d8a-4a42-97f0-8ff2981007b3.flac	das ist unbestritten und keine frage	das ist unbestritten und keine frage
660  8a3d07e7-7476-4cda-b8e6-937b38d081a5.flac	dies kann und darf nicht sein	das kann und darf nicht sein
1451  1380163b-53df-477e-b44e-2192ec05d258.flac	viele fragen stehen im raum	viele fragen stehen im raum
1941  0943540e-569d-4ec9-b991-c5cc6626a555.flac	es schleckt jedoch keine geiss weg	es schleckt aber keinen geissen weg
2493  822b70ea-5740-4180-8c8e-856d4a15601a.flac	wir wollen eine organisation	wir wollen keine organisation
650  d14af688-8b37-44a7-bdeb-a27198dd02f6.flac	wann ist es gewerbsmässig	wann ist es ein gewerbsmässig
751  6127bcc2-b837-41f9-a79e-2c623150607a.flac	zusammengefasst heisst dies	zusammengefasst heisst das
108  fb9b6606-9619-4c26-bcae-f31b8559d88e.flac	dies ist der entscheidende punkt	das ist der entscheidende punkt
1651  b4119200-8cf8-4973-a1b2-307d56325abd.flac	folgende massnahmen sind geplant	folgende massnahmen sind geplant
3175  96a019bc-8d3a-4f06-a571-33418da276b3.flac	dies gehört in den grundauftrag	das können sie einfach im grundauftrag
56  120c4cdd-46f1-40e2-a8ff-403b0f0af275.flac	wir werden nicht abschreiben	wir werden nicht abschreiben
2028  83ec5c75-efd3-4f82-b3a8-af0ad5cd0d84.flac	genau das wird ja gefragt	genau das wird ja gefragt
1913  c0e2897f-5962-4d6b-a0ee-3ddb1b2ccb5a.flac	ich bilde lehrlinge aus	ich bilde lehrlinge ausbildung
3252  d20b2c01-5074-4b98-b615-3467f1c8ca50.flac	die ziffer 6 ist unbestritten	punkt 6 ist unbestritten
2227  67763f8e-ca9f-4399-8155-c4e2cc7266a5.flac	und dies ist mein anliegen hier	das ist mein anliegen hier
1743  9171f48a-3bbd-47d5-9ca0-b70926550063.flac	aber jetzt einmal spass beiseite	jetzt einmal spass beiseite
1796  94914edd-995b-4f32-a214-704bdb6c5d4d.flac	dies zur ratifizierung	dort zur radifizierung
96  5d3e5afc-ee38-41e6-8024-0490531fa704.flac	es gibt eine riesige bandbreite	es gibt eine riesenbandbreite
3005  ce17d57d-ba2d-408d-9cd8-1ff0f66f6f15.flac	noch eine kleine klammerbemerkung	eine kleine klammerbemerkung
361  35fed508-8421-47cc-93ff-dc16c2441d80.flac	das ist eben nicht ganz dasselbe	das ist nicht ganz sehr dasselbe
132  099af483-a5ee-47d1-baf3-ba547940d976.flac	es ist nur ein prüfauftrag	es ist ja nur ein prüfauftrag
3205  1ed0a30d-1f14-4c8f-b638-8cfea51ee23e.flac	das kann doch nicht sein	das kann doch nicht sein
3319  44a52032-8255-4ebf-8e4c-3db16b9ba22e.flac	wir können darauf basieren	wir können darauf basieren
2676  c34ac453-e645-426d-be53-fceffb76752a.flac	ich erzähle aus der praxis	ich erzähle aus der praxis
1019  4dd994b7-a9f8-43cb-ac35-8bf380f92a65.flac	es wird thematisiert	es wird thematisiert
1753  9ceee63d-ed43-4715-903f-afe199e7184e.flac	sprachkurse auf niveau	sprachbuchsee auf niveau
1953  d61d2c5b-835e-4445-b1ac-3da8620130b2.flac	ohne sprache geht es nicht	so eine sprache geht es nicht
2012  f8e06b22-5521-4de2-87f6-7b7e2bd5351b.flac	dort haben wir planungsregionen	wir kommen zu planungsregionen
352  1039c0ee-e082-4516-9fe0-fa96bb678e99.flac	das braucht eine ausbildung	was braucht eine ausbildung
340  b74f7972-2681-452b-9674-de174a34b03b.flac	dies ist eine erfolgsgeschichte	das ist eine erfolgsgeschichte
1881  8a02e246-72c3-4464-bf1d-2c8b493dbeed.flac	die polizei schützt uns alle	die polizei schützt uns alle
2602  926dd6ce-538d-4dc1-8962-f264192671bc.flac	das ist keine frage	das ist keine frage
135  be62b3c9-0319-4c81-b911-3e9e4422ec70.flac	die fraktion ist somit gespalten	die fraktion ist also gespalten
1110  62d0743e-5c13-41db-a0fd-3c90cb0ad68a.flac	ich glaube das geht nicht	ich glaube das geht nicht
2817  7ab86472-f486-4c0d-a6e0-094373a7d948.flac	ist es wirklich so	ist es wirklich so
2833  d2b7f726-47f9-4e89-828a-dba7243a171f.flac	damit steigen die kosten	damit steigen die küfte
1694  ee45576c-5fd4-47ff-bed9-6f1c23fd2dcb.flac	wir ziehen diese motion zurück	wir ziehen diese motion zurück
2622  3b6343ff-b6c4-46be-90e0-e6fbd78bf9e0.flac	hinschauen ist unser job	hinschauend sind es unser job
1333  57bd494c-3613-4d45-9248-8ae60fb220c4.flac	ich lehne das klar ab	sie lehnen dies klar ab
877  c2e1a60d-3d62-4654-90da-4385f4d08d2d.flac	das ist gar keine frage	das ist gar gefragt
65  e895213c-5494-4dbb-823b-286423c1abd3.flac	das zählt hier nicht	das zählt hier nicht
333  611fff43-af52-4033-88bc-1bd96e4ebed9.flac	warum jetzt diese motion	warum jetzt diese motion
2048  dcc5c3f9-6dbc-4ac7-91fe-a5cbb8d0e7bb.flac	ich kann sie auch beruhigen	erstens kann ich diese auch beruhigen
3202  20872bc1-ad54-4550-aa48-8cca3a73237e.flac	ja das ist ein zeichen	ja das ist ein zeichen
2172  fa059a09-d961-4c81-9749-92dc56d93a75.flac	das ist für uns wichtig	das ist für uns wichtig
2580  7daa5d26-2478-4f38-9a7f-4f862b38be26.flac	es wird immer transparenter	es wird immer transparenter
2440  c55b9018-e95e-4e1c-ab0b-7b61f5f8656d.flac	insel gruppe ag	insel gruppe ag
3286  24856d4a-9a2a-4869-acf3-d62e601c64cc.flac	das ist völlig unbestritten	das ist völlig unbestritten
2862  e5c83751-b1ee-4fad-999a-26cb604bae16.flac	es ist noch geld vorhanden	es ist auch etwas geld vorhanden
218  0f221389-ad5b-4cdd-9d12-80c82c36d28a.flac	das ist jedem zu empfehlen	das ist jedem zu empfehlen
2678  23daa4a9-70b1-4b5e-aebe-1cbc4bbd595c.flac	aber wir sind ja optimisten	aber wir sind die misten
3185  0b8a3e8a-56c3-4bd3-bbc7-e2da4164d5a1.flac	es gibt eine grenzstrasse	es gibt eine grenzstrasse
1005  b63fbc02-31f8-42e0-a100-6576f035478f.flac	es ist eine tatsache	es ist eine tatsache
2189  6f9d8793-686f-481a-a3ba-b04174938075.flac	wir sehen das genau gleich	ich sehe das genau gleich
90  2a068723-303e-48e8-9f90-588e896ce717.flac	deshalb mein vorstoss	ich habe einen solchen vorstoss
1501  0dff4f64-823b-4d9d-af47-7ac5d376ea78.flac	das ist nicht fair	das ist nicht fair
121  a7fcfc6c-d952-4fd5-8d71-ad0fc8f92024.flac	daher für uns ein postulat	deshalb für unser postulat
1546  7320f277-71c3-48d6-813a-ab1973ae0419.flac	ich weise einfach darauf hin	ich weise einfach darauf hin
1237  84939624-b08d-4e10-933e-16a4fd7a3504.flac	sie ist sogar rückläufig	das ist sogar rückläufig
1618  8fc8b8a6-82bc-4a09-8c7d-dd6a8a41e80a.flac	allerdings muss ich sagen	ich muss sagen
1213  d270def7-8e75-4705-991c-3610e92f5241.flac	das macht uns stutzig	das macht uns stutzig
1984  781ff2a0-d54b-4d35-a636-eda51b23b2e0.flac	dies ist nicht zielführend	das ist nicht zielführend
1805  1f98cbfb-3a80-48d0-be38-ace1d1d62d80.flac	es ist schon so	es ist so
2454  f3bf588f-b9ce-43fe-8a44-529fe7fb8c26.flac	das wäre zu diskutieren	dann wird es diskutieren
294  411fd3d8-7e3f-4979-a90f-6f3156d03996.flac	annecaroline graber	eniga kohli im kawi
3161  3cf185ed-043d-40ab-a6e7-d95a76fd7594.flac	sie greift zu kurz	sie greift zu kurz
2595  71f1fc3e-e1a1-4b69-a348-78234be6d499.flac	und was auch richtig ist	und was auch wichtig ist
3278  69003aae-3c53-4e87-b9f6-7f1ceb0fbd5b.flac	wir stimmen der motion zu	wir kommen zur motion zu
1036  1d865635-d385-4563-b187-6bc015a98299.flac	steuergelder sparen	steuergeld zu sparen
210  cc2093cc-c425-4b9f-b382-926284473bd3.flac	dank für diese korrektur	dank für die korrektur
1561  b9eb2c91-125a-4950-b808-c57dbb8a8748.flac	ich mache es kurz	ich mache es kurz
2196  0c222974-0aad-4b99-9298-3fa72e2fbfd8.flac	was war der kontext	was ist der kontext
94  8328a735-85ab-4f93-ae9d-f7dbdff7e9ac.flac	es gibt einen grund	es gibt einen grund
2045  f1aa34de-baad-40c0-aa28-52b26f9d08af.flac	der kanton bern	ein teil des kantons bern
3029  0bd04e88-8ffd-4dad-b73d-b571ea028adb.flac	schnegg ce matin	das ist nicht der fall
1313  d8a5a3db-0b6b-4ad8-91cd-572a4ea42004.flac	dies hat uns überzeugt	das hat uns überzeugt
1455  14cb27d8-602b-436d-a690-e7394f568dde.flac	sie müssen warten	sie müssen wahren
366  5800b1b6-f851-404d-824d-4fd0f417b643.flac	ich lese noch weiter	ich lese noch einmal weiter
73  bb2f57e1-57b8-4d10-aa72-65bc5dd9fe11.flac	das ist schlecht	das ist schlecht
808  c777c5af-234d-4217-91c5-e63ecacd4e03.flac	das ist extrem hoch	das ist extrem hoch
938  97669220-ce03-4c4a-b30b-f2a747d5ed35.flac	ich bin gespannt	ich bin gespannt
836  f52c95a9-e953-49ad-81a4-bb5824735283.flac	das geht doch nicht an	es geht doch nicht an
3301  dd0e6693-2cda-4591-807b-1d4a37ed7a9c.flac	sie wissen alle ganz genau dass beim öv gilt	sie wissen alle ganz genau dass der öv
2659  e6fe7e8b-bfc2-4d12-8e1e-6afa68d7eb36.flac	auch dieser entscheid hatte im vorfeld auswirkungen	dieser entscheid hat im vorfeld auswirkungen
